icon,name,rarity,value,description,monster
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Silverwind Scale,6,650,A Silverwind Nargacuga scale. Its lightness allows free and swift movement.,Silverwind Nargacuga
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Silverwind Scale+,7,1950,"Although extremely hard, this scale's lightness allows free and swift movement.",Silverwind Nargacuga
https://static.wikia.nocookie.net/monsterhunter/images/1/14/FourthGen-Hide_Icon_Dark_Blue.png,Silverwind Blackfur,6,840,Black fur from a Silverwind Nargacuga. Its lightness allows swift and free movement.,Silverwind Nargacuga
https://static.wikia.nocookie.net/monsterhunter/images/1/14/FourthGen-Hide_Icon_Dark_Blue.png,Silverwind Pelt+,7,2520,Quality fur from a Silverwind Nargacuga. Its lightness allows swift and free movement.,Silverwind Nargacuga
https://static.wikia.nocookie.net/monsterhunter/images/7/78/FourthGen-Carapace_Icon_Brown.png,Nibelsnarf Shell,4,480,A shell piece from a Nibelsnarf. Its great strength and hornlike bulges produce unique gear.,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/7/78/FourthGen-Carapace_Icon_Brown.png,Nibelsnarf Carapace,6,(?),"A rigid Nibelsnarf carapace. Hard to forge, but the resulting equipment is worth the effort.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/8/85/MH4G-Hide_Icon_Brown.png,Nibelsnarf Hide,4,600,"Hide from a Nibelsnarf. Many are surprised by its bright colors, in contrast to the outer shell.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/8/85/MH4G-Hide_Icon_Brown.png,Nibelsnarf Hide+,6,(?),Quality Nibelsnarf hide often used as lining for armor. Strong enough to withstand the desert.,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/0/05/MH4G-Claw_Icon_Brown.png,Nibelsnarf Claw,4,820,Nibelsnarf claws have evolved to be able to quickly and easily burrow through desert sand.,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/0/05/MH4G-Claw_Icon_Brown.png,Nibelsnarf Claw+,6,(?),"A bold, firm Nibelsnarf claw. Ideal as material for crafting superior equipment parts.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/7/7b/MH4G-Monster_Parts_Icon_Brown.png,Nibelsnarf Scalp,5,1380,A part of the skull that holds various organs. The useful bits must be cut out carefully.,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/2/2d/MH4G-Medicine_Icon_Light_Blue.png,Vivid Fluid,4,350,A fluid which helps retain water in a Nibelsnarf and allows the beast to thrive in the desert.,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/2/2d/MH4G-Medicine_Icon_Light_Blue.png,Brilliant Fluid,6,(?),A fluid with strong water-retention ability. Improves equipment performance.,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/7/78/FourthGen-Carapace_Icon_Brown.png,Hyper Nibelsnarf Shell,(?),(?),"Darker than normal Nibelsnarf shell, this Hyper shell emits an ominous glow.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/7/73/MH4G-Scale_Icon_Blue.png,Plesioth Scale+,6,1440,A high-grade Plesioth scale with a lapis lazuli glow. It shines even when dry.,Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png,Plesioth Fin+,6,1640,A radiant Plesioth fin. Below the surface lie sharp barbs with a deadly neurotoxin.,Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Claw_Icon_Blue.png,Plesioth Fang+,6,750,A finely honed Plesioth Fang. Sharp enough to shatter the shells of small Carapaceons.,Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/5/58/MH4G-Webbing_Icon_Blue.png,Plesioth Webbing,6,2440,"Difficult to forge with, but its water-retention properties make it popular as armor lining.",Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png,Plesioth Head,6,2890,"A surprisingly hard head prized as armor material. Might make for a great party gag, too.",Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/7/73/MH4G-Scale_Icon_Blue.png,Hyper Plesioth Scale,(?),(?),"Darker than normal Plesioth scales, this Hyper scale emits an ominous glow.",Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Rajang Horn+,6,3200,The majestic golden horn of a Rajang. Hunters yearn for the heroism it represents.,Rajang
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Rajang Fang+,6,2700,This sharpened fang can cut through anything dumb enough to touch it.,Rajang
https://static.wikia.nocookie.net/monsterhunter/images/4/40/MH4G-Hide_Icon_Grey.png,Rajang Blackfur,6,2280,"Black Rajang fur. When crafted, the resulting fabric is desired even by royalty.",Rajang
https://static.wikia.nocookie.net/monsterhunter/images/5/5c/MH4G-Claw_Icon_Grey.png,Rajang Claw+,6,3000,A sharp Rajang claw. Difficult to carve and more difficult to craft.,Rajang
https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png,Rajang Tail,6,4500,The glistening tail of a Rajang. The golden fur is beautiful and elegant.,Rajang
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Gold Rajang Pelt,6,9600,Fur taken from a Rajang's body. The golden hair is treasured by tailors.,Rajang
https://static.wikia.nocookie.net/monsterhunter/images/4/40/MH4G-Hide_Icon_Grey.png,Hyper Rajang Pelt,(?),(?),"Darker than normal Rajang fur, this Hyper scale emits an ominous glow.",Rajang
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Rajang Ragehair,6,3420,Hair that hardens when a Rajang becomes furious. Armorsmiths line up for it.,Rajang
https://static.wikia.nocookie.net/monsterhunter/images/1/16/MH4G-Ball_Icon_Yellow.png,Rajang Nerve,6,4800,"The source of a Rajang's power, which continues its mystic pulsing after death.",Rajang
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Ghoulish Gold Horn,7,12000,The golden horn of a furious Rajang. It seems almost too lovely to waste on equipment.,Rajang
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Scale_Icon_Red.png,Rathalos Scale,4,490,A Rathalos scale. Wyvern scales and shells such as this are fundamental forging materials.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Scale_Icon_Red.png,Rathalos Scale+,6,1470,An extraordinarily durable scale carved from the body of a Rathalos.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Rathalos Shell,4,650,"A shell piece comprised of layered scales, making it much harder than just one.",Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Rathalos Carapace,6,1950,A rigid Rathalos carapace. Even harder than a normal Rathalos Shell.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/b/b9/MH4G-Webbing_Icon_Red.png,Rathalos Webbing,4,880,This heat-resistant material is often used as armor lining.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rathalos Wing,6,2550,A wing that has been removed. Skilled artisans can craft it into strong equipment.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rathalos Tail,4,1200,The severed tail of a Rathalos. It has any number of uses.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Scale_Icon_Red.png,Rathalos Plate,5,4850,A searing tail scale. Hard to come by and as fiery as the wyvern it came from.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ball_Icon_Red.png,Rathalos Ruby,7,9700,"A rare, precious gem from inside a wyvern. Almost too nice to use.",Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Claw_Icon_Red.png,Rath Wingtalon,4,600,A talon that grows on a wyvern's wing. Break it off in battle and you may just be rewarded.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rath Marrow,5,2100,Recent advances allow this marrow to be extracted. It ignites on air contact.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rath Medulla,7,6300,Only recently extractable thanks to advances in carving techniques. Difficult to process.,Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Scale_Icon_Red.png,Hyper Rathalos Scale,6,1760,"Darker than normal Rathalos scales, this Hyper scale emits an ominous glow.",Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/0/09/FourthGen-Scale_Icon_Dark_Red.png,Dreadking Scale,6,680,A Dreadking Rathalos scale. It remains red-hot. Not recommended to touch.,Dreadking Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/0/09/FourthGen-Scale_Icon_Dark_Red.png,Dreadking Scale+,7,2040,A hardened Dreadking Rathalos scale. It remains red-hot. Not recommended to touch.,Dreadking Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/FourthGen-Carapace_Icon_Dark_Red.png,Dreadking Shell,6,910,A Dreadking Rathalos shell. It remains red-hot. Not recommended to touch.,Dreadking Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/FourthGen-Carapace_Icon_Dark_Red.png,Dreadking Carapace,7,2730,A hardened Dreadking Rathalos shell. It remains red-hot. Not recommended to touch.,Dreadking Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,S.Rathalos Scale+,6,2200,Quality scale carved from a Silver Rathalos. It has a moon-like shine.,Silver Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/4/45/FourthGen-Carapace_Icon_White.png,S.Rathalos Carapace,6,3900,Carapace carved from a Silver Rathalos. The silver scales have an icy shine.,Silver Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/b/b4/MH4G-Monster_Parts_Icon_White.png,S.Rathalos Tail,6,4800,Severed tail of a Silver Rathalos. Sells at a high price due to its rarity.,Silver Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Claw_Icon_Red.png,Rath Wingtalon,4,600,A talon that grows on a wyvern's wing. Break it off in battle and you may just be rewarded.,Silver Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rath Medulla,7,6300,Only recently extractable thanks to advances in carving techniques. Difficult to process.,Silver Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Medicine_Icon_Yellow.png,Rath Gleem,7,2500,A liquid produced only by a rare species of fire wyverns. It glows faintly in the dark.,Silver Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Hyper S.Rath. Scale,6,2640,"Darker than normal Silver Rathalos scales, this Hyper scale emits an ominous glow.",Silver Rathalos
https://static.wikia.nocookie.net/monsterhunter/images/1/18/MH4G-Scale_Icon_Green.png,Rathian Scale,4,490,"The scale of a Rathian, the mate of Rathalos.",Rathian
https://static.wikia.nocookie.net/monsterhunter/images/1/18/MH4G-Scale_Icon_Green.png,Rathian Scale+,6,1470,"A superior Rathian scale. Looks like a normal Rathian scale, but is extremely hard.",Rathian
https://static.wikia.nocookie.net/monsterhunter/images/c/cb/FourthGen-Carapace_Icon_Green.png,Rathian Shell,4,650,"A shell piece comprised of layered scales, making it much harder than just one.",Rathian
https://static.wikia.nocookie.net/monsterhunter/images/c/cb/FourthGen-Carapace_Icon_Green.png,Rathian Carapace,6,1950,A sturdy Rathian carapace. Even harder than a normal Rathian Shell.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/7/79/MH4G-Webbing_Icon_Green.png,Rathian Webbing,4,780,This heat-resistant material is often used as armor lining.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/3/30/MH4G-Monster_Parts_Icon_Green.png,Rathian Spike,5,2000,Needle-like hair found on a Rathian's back and wings. They contain poison.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/3/30/MH4G-Monster_Parts_Icon_Green.png,Rathian Spike+,7,4000,As sharp as the keenest blade. It is longer and sturdier than other spikes.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/1/18/MH4G-Scale_Icon_Green.png,Rathian Plate,5,4850,A searing tail scale. Hard to come by and as fiery as the wyvern it came from.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ball_Icon_Green.png,Rathian Ruby,7,9700,"A rare, precious gem from inside a wyvern. Almost too nice to use.",Rathian
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Claw_Icon_Red.png,Rath Wingtalon,4,600,A talon that grows on a wyvern's wing. Break it off in battle and you may just be rewarded.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rath Marrow,5,2100,Recent advances allow this marrow to be extracted. It ignites on air contact.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rath Medulla,7,6300,Only recently extractable thanks to advances in carving techniques. Difficult to process.,Rathian
https://static.wikia.nocookie.net/monsterhunter/images/1/18/MH4G-Scale_Icon_Green.png,Hyper Rathian Scale,6,1760,"Darker than normal Rathian scales, this Hyper scale emits an ominous glow.",Rathian
https://static.wikia.nocookie.net/monsterhunter/images/a/aa/MH4G-Scale_Icon_Purple.png,Dreadqueen Scale,6,690,A Dreadqueen Rathian scale. Its deadly poison makes it too dangerous to even touch.,Dreadqueen Rathian
https://static.wikia.nocookie.net/monsterhunter/images/a/aa/MH4G-Scale_Icon_Purple.png,Dreadqueen Scale+,7,(?),A hardened Dreadqueen Rathian scale. Its poison makes it too dangerous to even touch.,Dreadqueen Rathian
https://static.wikia.nocookie.net/monsterhunter/images/1/1e/FourthGen-Carapace_Icon_Purple.png,Dreadqueen Shell,6,910,A Dreadqueen Rathian shell. Its deadly poison makes it too dangerous to even touch.,Dreadqueen Rathian
https://static.wikia.nocookie.net/monsterhunter/images/1/1e/FourthGen-Carapace_Icon_Purple.png,Dreadqueen Carapace,7,(?),A Dreadqueen Rathian carapace. Its deadly poison makes it too dangerous to even touch.,Dreadqueen Rathian
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,G.Rathian Scale+,6,2200,"Scale carved from the body of a Gold Rathian. Brilliant, even at night.",Gold Rathian
https://static.wikia.nocookie.net/monsterhunter/images/0/09/FourthGen-Carapace_Icon_Yellow.png,G.Rathian Carapace,6,3900,A hard shell covered in shining gold scales. As gorgeous as a gold bar.,Gold Rathian
https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png,G.Rathian Spike+,6,5600,"A sharp, poison-tipped hair strand from the Gold Rathian that resembles a sword.",Gold Rathian
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Claw_Icon_Red.png,Rath Wingtalon,4,600,A talon that grows on a wyvern's wing. Break it off in battle and you may just be rewarded.,Gold Rathian
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Rath Medulla,7,6300,Only recently extractable thanks to advances in carving techniques. Difficult to process.,Gold Rathian
https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Medicine_Icon_Yellow.png,Rath Gleem,7,2500,A liquid produced only by a rare species of fire wyverns. It glows faintly in the dark.,Gold Rathian
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Hyper G.Rathian Scale,(?),(?),"Darker than normal Gold Rathian scales, this Hyper scale emits an ominous glow.",Gold Rathian
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Spongy Hide,4,320,Hide that is highly resistant to Water. Don't expect it to sell for much.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Spongy Hide+,6,960,High-grade elastic hide that boasts a remarkable ability to retain water.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,R.Ludroth Scale,4,220,A small scale that enables graceful movement. Several needed to forge equipment.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,R.Ludroth Scale+,6,660,"A large, strong scale from a Royal Ludroth. It reflects light in every direction.",Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,R.Ludroth Claw,4,580,A claw from a Royal Ludroth. Adapted better to movement than to attacking.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,R.Ludroth Claw+,6,1740,"A sharp, pointed Royal Ludroth claw. It plunges deep into the earth with each step taken.",Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,R.Ludroth Crest,4,1020,These crests become rigid when the beast is angry; quantity indicates status.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,R.Ludroth Crest+,6,3060,"A proud, strong crest befitting a pack leader. Its sharp horns shine magnificently.",Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png,R.Ludroth Tail,4,720,"The finned tail of a Royal Ludroth, used by fishermen for their boats.",Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Hyper R.Ludroth Scale,6,790,"Darker than normal R.Ludroth scales, this Hyper scale emits an ominous glow.",Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/c/cb/FourthGen-Carapace_Icon_Green.png,Seltas Carapace,6,660,A hard piece of exoskeleton whose smooth surface reduces air resistance while flying.,Seltas
https://static.wikia.nocookie.net/monsterhunter/images/7/79/MH4G-Webbing_Icon_Green.png,Seltas Innerwing,6,810,A vital organ for the flying Seltas. In high demand as a household material.,Seltas
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Claw_Icon_Green.png,Seltas Horn+,6,1080,"A sharp horn popular with artisans because, frankly, it's pretty deadly as is.",Seltas
https://static.wikia.nocookie.net/monsterhunter/images/a/ad/FourthGen-Carapace_Icon_Dark_Green.png,S.Queen Carapace,6,2490,A hard piece of exoskeleton that once made a Seltas Queen a veritable fortress.,Seltas Queen
https://static.wikia.nocookie.net/monsterhunter/images/5/53/MH4G-Monster_Parts_Icon_Dark_Green.png,S.Queen Hardpectus,6,2640,A hard shell from the chest. Its non-slip surface exists so males can mount easily.,Seltas Queen
https://static.wikia.nocookie.net/monsterhunter/images/c/c0/MH4G-Claw_Icon_Dark_Green.png,S.Queen Sharpclaw,6,3960,A claw with a non-slip coating. Used mostly for movement and tunneling.,Seltas Queen
https://static.wikia.nocookie.net/monsterhunter/images/5/53/MH4G-Monster_Parts_Icon_Dark_Green.png,S.Queen Jaw,6,3750,A shell that serves as the Seltas Queen's jaw. Used to expel potent breath.,Seltas Queen
https://static.wikia.nocookie.net/monsterhunter/images/5/53/MH4G-Monster_Parts_Icon_Dark_Green.png,S.Queen Crescent,6,4200,Moon-shaped shears that double as a tail. Used for defense when foes approach.,Seltas Queen
https://static.wikia.nocookie.net/monsterhunter/images/a/ab/MH4G-Medicine_Icon_Dark_Green.png,S.Queen Extract,6,7500,A fluid that circulates through the body. Acidifies when it touches the air.,Seltas Queen
https://static.wikia.nocookie.net/monsterhunter/images/a/ad/FourthGen-Carapace_Icon_Dark_Green.png,Hyper S.Queen Shell,(?),(?),"Darker than normal S.Queen shell, this Hyper shell emits an ominous glow.",Seltas Queen
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Seregios Bladescale,4,490,A dangerous scale that opens at the tip to viscerally attack the beast's foes.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Seregios Slavescale,6,1470,A sharp scale the Seregios can make stand on end. Gouges anything it touches.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Airblade Shard,4,650,"A fragment from a Seregios's Airblade. Despite its small size, it shouldn't be underestimated.",Seregios
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Seregios Airblade,6,1950,A blade shot from the body and carried on the wind toward unsuspecting hunters.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Seregios Talon,4,850,The hard and sharp talon of a Seregios. It is capable of tearing most armor to shreds.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Seregios Carver,6,2550,Hooked hindleg talons that tear through armor and flesh without mercy.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png,Seregios Impaler,4,800,A spear-like tail covered in blade-like scales. Capable of truly horrific things.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Seregios Sunderer,4,700,"The horn from a Seregios. Sturdy yet agile as a blade, it is perfect for crafting them.",Seregios
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Seregios Breacher,6,2100,"A sharp horn like a hefty axe that, not surprisingly, makes for fine equipment..",Seregios
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Seregios Wingtalon,4,600,A talon that grows on the wing of a Seregios. Enables superior flight and handling capabilities.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Seregios Scraper,6,1800,A wing talon. Most attacks come from the hindlegs; the wings serve to shift weight.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Seregios Dissenter,7,9700,A single scale that points defiantly in a different direction from its brethren.,Seregios
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Hyper Seregios Scale,6,1760,"Darker than normal Seregios scales, this Hyper scale emits an ominous glow.",Seregios
https://static.wikia.nocookie.net/monsterhunter/images/9/9b/FourthGen-Shell_Icon_Blue.png,Ceanataur Shell,4,720,A giant Shogun Ceanataur Shell. Has a distinctive color and shape.,Shogun Ceanataur
https://static.wikia.nocookie.net/monsterhunter/images/9/9b/FourthGen-Shell_Icon_Blue.png,Ceanataur Carapace,6,2160,"Harder than a Ceanataur Shell, this carapace is harder to work with.",Shogun Ceanataur
https://static.wikia.nocookie.net/monsterhunter/images/9/9b/FourthGen-Shell_Icon_Blue.png,Ceanataur Leg,4,750,A Shogun Ceanataur leg. Incredibly strong to support the beast's massive body.,Shogun Ceanataur
https://static.wikia.nocookie.net/monsterhunter/images/9/9b/FourthGen-Shell_Icon_Blue.png,Ceanataur Leg+,6,2250,A giant Shogun Ceanataur leg. Extremely strong to support the beast's massive body.,Shogun Ceanataur
https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Claw_Icon_Blue.png,Ceanataur Claw,4,1200,A giant Shogun Ceanataur claw. Those who fall in this path pay a dear price.,Shogun Ceanataur
https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Claw_Icon_Blue.png,Ceanataur Claw+,6,3500,The sharp claw of a giant Shogun Ceanataur. It's a true menace to hunters.,Shogun Ceanataur
https://static.wikia.nocookie.net/monsterhunter/images/9/9b/FourthGen-Shell_Icon_Blue.png,Hyper Ceanataur Shell,(?),(?),"Darker than normal Ceanataur shell, this Hyper shell emits an ominous glow.",Shogun Ceanataur
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Mizutsune Scale,4,550,A transparent Mizutsune scale. Its irregular shape refracts light into many bright colors.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Mizutsune Scale+,6,1650,A quality Mizutsune scale. Older scales polished over time can be very valuable.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/FourthGen-Hide_Icon_Dark_Purple.png,Mizutsune Purplefur,4,490,"The purple fur of a Mizutsune. Stiff, but is soft as silk when soaked with bubblefoam.",Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/FourthGen-Hide_Icon_Dark_Purple.png,Mizutsune Purplefur+,6,1470,High-quality purple fur. More foam-absorbent than its lighter counterpart.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/FourthGen-Claw_Icon_Dark_Purple.png,Mizutsune Claw,4,960,"A claw that flies freely through bubblefoam, allowing it to be used as a spike.",Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/FourthGen-Claw_Icon_Dark_Purple.png,Mizutsune Claw+,6,2880,Friction-reducing bubblefoam helps this deadly claw slice through prey like sushi.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Mizutsune Fin,4,800,A beautiful brocade-like fin. Males have large fins turn red to match their mood.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Mizutsune Fin+,6,2400,A high-quality fin. Bubble-foam gives it an elegant pattern prettier than dye.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/8/88/FourthGen-Monster_Parts_Icon_Dark_Purple.png,Mizutsune Tail,4,1440,The flowing tail of a Mizutsune. It's prized for its supple fur and beautiful scales.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/5/53/MH4G-Medicine_Icon_Purple.png,Bubblefoam,4,500,Fluid secreted by a Mizutsune. Just a few drops can turn a swamp into a bubble bath.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/5/53/MH4G-Medicine_Icon_Purple.png,Bubblefoam+,6,1500,The top layer of a Mizutsune's fluid. It removes impurities and is used in religious rituals.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Scale_Icon_Pink.png,Mizutsune Plate,5,4850,A very old scale present since the creature's birth. It can even create a rainbow from light.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/4/42/FourthGen-Ball_Icon_Dark_Purple.png,Mizutsune Water Orb,7,9700,A multicolored orb formed from a crystalized Mizutsune scale and bubblefoam.,Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Hyper Mizutsune Scale,6,1980,"Darker than normal Mizutsune scales, this Hyper scale emits an ominous glow.",Mizutsune
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Scale_Icon_Red.png,Tetsucabra Scale,4,320,A scale with red and black patches that blends in well with cavern environments.,Tetsucabra
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Scale_Icon_Red.png,Tetsucabra Scale+,6,960,A fine red-and-black scale. The top pick for artisans who want the time-hardened best.,Tetsucabra
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Tetsucabra Shell,4,220,A flexible yet hard rubber-like shell. In high demand as an armor forging material.,Tetsucabra
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Tetsucabra Carapace,6,660,"A flexible, highly durable shell that makes comfortable and easy-to-move-in armor.",Tetsucabra
