icon,name,rarity,capacity,value,how_to_get,category
https://static.wikia.nocookie.net/monsterhunter/images/4/45/MH4G-Shot_Icon_White.png,Rapid S RAPID,3,30,3,"Using the Hunter Art, Rapid Fire Rain",Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/4/45/MH4G-Shot_Icon_White.png,Slicing S LV1 LV1,3,30,3,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/4/45/MH4G-Shot_Icon_White.png,Slicing S LV2 LV2,3,30,3,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/4/45/MH4G-Shot_Icon_White.png,Sharpnel S,3,30,3,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Shot_Icon_Red.png,Wyvern S,4,10,6,Combine Bone Husk and Burst Arowana,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Shot_Icon_Red.png,Cannon S Lv1 LV1,4,10,6,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Shot_Icon_Red.png,Cannon S Lv2 LV2,4,10,6,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/MH4G-Shot_Icon_Orange.png,Blast S LV1,4,12,6,Combine Huskberry and Bomb Arowana,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/MH4G-Shot_Icon_Orange.png,Blast S LV2,4,12,6,Combine Huskberry and Bomb Arowana,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/MH4G-Shot_Icon_Orange.png,Triblast S,4,12,6,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Shot_Icon_Green.png,Recover S Lv1 LV1,1,12,2,Combine Huskberry and Herb,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Shot_Icon_Green.png,Recover S Lv2 LV2,2,12,2,Combine Potion and Huskberry,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Shot_Icon_Green.png,Group Recover S,2,12,2,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Shot_Icon_Red.png,Demon S,3,5,9,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Shot_Icon_Red.png,Demon Aff S,3,5,9,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/MH4G-Shot_Icon_Orange.png,Armor S,3,5,7,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/MH4G-Shot_Icon_Orange.png,Super Armor S,3,5,7,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/91/MH4G-Shot_Icon_Pink.png,Paint S,1,99,6,Combine Huskberry and Paintberry,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Shot_Icon_Red.png,Tranq S,3,8,4,Combine Tranquilizer and Bone Husk,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Shot_Icon_Red.png,Stone S,3,8,4,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/f/f0/MH4G-Shot_Icon_Yellow.png,Flash S,3,12,3,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/f/f0/MH4G-Shot_Icon_Yellow.png,Dazzling S,3,12,3,Certain Light Bowguns or Heavy Bowguns,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Empty_Bottle_Icon_White.png,Empty Phial,1,99,1,Combine Bone Husk and Whetstone,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/d/d4/MH4G-Coating_Icon_Red.png,Power Coating LV1 LV1,2,50,3,Combine Empty Phial and Fire Herb,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/d/d4/MH4G-Coating_Icon_Red.png,Power Coating LV2 LV2,2,50,3,Combine Empty Phial and Nitroshroom,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/e/e0/MH4G-Coating_Icon_Pink.png,Elem Coating LV1 LV1,2,50,3,Combine Empty Phial and Bitterbug,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/e/e0/MH4G-Coating_Icon_Pink.png,Elem Coating LV2 LV2,2,50,3,Combine Empty Phial and Gloamgrass Root,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Coating_Icon_White.png,C.Range Coating,2,20,3,Combine Empty Phial and Whetfish,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/f/fb/MH4G-Coating_Icon_Purple.png,Poison Coating,3,20,2,Combine Empty Phial and Toadstool,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Coating_Icon_Yellow.png,Para Coating,3,20,3,Combine Empty Phial and Parashroom,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/1/18/MH4G-Coating_Icon_Light_Blue.png,Sleep Coating,3,20,2,Combine Empty Phial and Sleep Herb,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/e/e9/MH4G-Coating_Icon_Blue.png,Exhaust Coating,3,20,2,Combine Empty Phial and Staminashroom,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/5/52/MH4G-Coating_Icon_Light_Green.png,Blast Coating,3,20,6,Combine Empty Phial and Bomb Arowana,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/e/e0/MH4G-Coating_Icon_Pink.png,Paint Coating,1,99,6,Combine Empty Phial and Paintberry,Ammo & Coatings
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Husk_Icon_Grey.png,Huskberry,1,99,1,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/5/54/MH4G-Webbing_Icon_Orange.png,Honey,2,10,45,Search beehives in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Herb_Icon_Green.png,Herb,1,10,2,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Herb_Icon_Blue.png,Antidote Herb,1,10,2,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Herb_Icon_Red.png,Fire Herb,2,20,4,"Search plants in Dunes, Volcano, Volcanic Hollow, Desert, and Ingle Isle",Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Herb_Icon_Green.png,Ivy,1,10,8,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Herb_Icon_Light_Blue.png,Sleep Herb,1,10,5,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/8/8e/MH4G-Herb_Icon_White.png,Sap Plant,1,30,2,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/0/03/MH4G-Herb_Icon_Yellow.png,Felvine,1,10,1,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/5/59/MH4G-Herb_Icon_Pink.png,Gloamgrass Root,2,10,10,"Search plants in Verdant Hills, Arctic Ridge, Dunes, Marshlands, Volcanic Hollow, Desert, or Jungle",Plants
https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Herb_Icon_Red.png,Hot Pepper,2,10,4,"Search plants in Dunes, Marshlands, Volcano, Desert, Jungle, or Primal Forest",Plants
https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Herb_Icon_Blue.png,Snow Herb,2,99,6,"Gather in Jurassic Frontier, Arctic Ridge, Misty Peaks, or Ruined Pinnacle",Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Mushroom_Icon_Orange.png,Spicy Mushroom,3,5,54,Combine Hot Pepper and Unique Mushroom,Plants
https://static.wikia.nocookie.net/monsterhunter/images/4/49/MH4G-Seed_Icon_Pink.png,Frozen Berry,3,10,54,Combine Ice Crystal and Tropical Berry,Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Herb_Icon_Green.png,King Cactus,5,99,500,"Reward from Village Quest ""Royal Pains""",Plants
https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Herb_Icon_Red.png,Dosbiscus,5,99,20,By-product of trade with Sunsnug Isle,Plants
https://static.wikia.nocookie.net/monsterhunter/images/0/03/MH4G-Herb_Icon_Yellow.png,Heftcorn,5,99,500,"Reward from Village Quest ""Lagiacrus Fuss""",Plants
https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Herb_Icon_Red.png,Stargazer Flower,4,99,120,"Reward from Village Quests ""On the Rebound,"" ""Moofah Must-haves,"" or ""Advanced: The Goliaths""",Plants
https://static.wikia.nocookie.net/monsterhunter/images/5/59/MH4G-Herb_Icon_Pink.png,Prismatic Dandelion,4,99,150,"Reward from Hub Quests ""Hyper for Holes,"" ""Daimyo of the Deserted Island,"" or ""Bring On the Shogun"" and Armory Granny's item delivery request",Plants
https://static.wikia.nocookie.net/monsterhunter/images/6/66/MH4G-Herb_Icon_Purple.png,Dragonvine,6,99,600,Search plants in Ruined Pinnacle,Plants
https://static.wikia.nocookie.net/monsterhunter/images/8/89/FourthGen-Herb_Icon_Dark_Purple.png,Tough Dragonvine,8,99,800,Search plants in G-Rank Ruined Pinnacle,Plants
https://static.wikia.nocookie.net/monsterhunter/images/a/a2/MH4G-Mushroom_Icon_Blue.png,Blue Mushroom,2,10,2,Search mushrooms in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/9/96/MH4G-Mushroom_Icon_Red.png,Nitroshroom,2,20,6,Search mushrooms in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f0/MH4G-Mushroom_Icon_Yellow.png,Parashroom,3,10,15,"Search mushrooms in Arctic Ridge, Marshlands, Volcanic Hollow, Primal Forest, or Jungle",Plants
https://static.wikia.nocookie.net/monsterhunter/images/6/60/MH4G-Mushroom_Icon_Purple.png,Toadstool,2,10,8,"Search mushrooms in Misty Peaks, Marshlands, or Primal Forest",Plants
https://static.wikia.nocookie.net/monsterhunter/images/d/df/MH4G-Mushroom_Icon_Light_Blue.png,Mopeshroom,2,10,9,"Search mushrooms in Jurassic Frontier, Misty Peaks, Dunes, Deserted Island, Ancestral Steppe, or Primal Forest",Plants
https://static.wikia.nocookie.net/monsterhunter/images/6/60/MH4G-Mushroom_Icon_Purple.png,Exciteshroom,3,10,18,"Search mushrooms in Jurassic Frontier, Dunes, Deserted Island, Marshlands, Ancestral Steppe, Volcanic Hollow, Primal Forest, Jungle, or Ruined Pinnacle",Plants
https://static.wikia.nocookie.net/monsterhunter/images/9/96/MH4G-Mushroom_Icon_Red.png,Dragon Toadstool,3,10,40,"Search mushrooms in Jurassic Frontier, Misty Peaks, Deserted Island, Volcano, Desert, or Ruined Pinnacle",Plants
https://static.wikia.nocookie.net/monsterhunter/images/6/60/MH4G-Mushroom_Icon_Purple.png,Chaos Mushroom,5,99,40,By-product of trade with Jumbo Shroom Mountain,Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f0/MH4G-Mushroom_Icon_Yellow.png,Bindshroom,5,99,40,By-product of trade with Jumbo Shroom Mountain,Plants
https://static.wikia.nocookie.net/monsterhunter/images/9/96/MH4G-Mushroom_Icon_Red.png,Restshroom,4,99,250,"Reward from Village Quest ""Royal Honey Hunt""",Plants
https://static.wikia.nocookie.net/monsterhunter/images/4/49/MH4G-Seed_Icon_Pink.png,Paintberry,1,99,6,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/0/0c/MH4G-Seed_Icon_Red.png,Might Seed,2,10,140,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/b/bc/MH4G-Seed_Icon_Orange.png,Adamant Seed,2,10,110,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/9/9e/MH4G-Seed_Icon_Blue.png,Nulberry,2,10,120,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/0/0c/MH4G-Seed_Icon_Red.png,Dragonfell Berry,4,10,78,"Search plants in Volcano, Volcanic Hollow, Ruined Pinnacle, or Ingle Isle Carve Uroktor",Plants
https://static.wikia.nocookie.net/monsterhunter/images/1/1d/MH4G-Seed_Icon_Grey.png,Scatternut,2,30,4,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/1/1d/MH4G-Seed_Icon_Grey.png,Needleberry,1,99,1,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Seed_Icon_Light_Blue.png,Latchberry,1,60,4,Search plants in most areas,Plants
https://static.wikia.nocookie.net/monsterhunter/images/1/1d/MH4G-Seed_Icon_Grey.png,Bomberry,2,10,12,"Search plants in Dunes, Marshlands, Volcano, Primal Forest, Frozen Seaway, and Desert",Plants
https://static.wikia.nocookie.net/monsterhunter/images/b/bc/MH4G-Seed_Icon_Orange.png,Bumblepumpkin,2,10,12,By-product of trade with Sunsnug Isle,Plants
https://static.wikia.nocookie.net/monsterhunter/images/b/bc/MH4G-Seed_Icon_Orange.png,Giant Acorn,4,99,130,"Reward from Village Quest ""Cancer of the Dunes""",Plants
https://static.wikia.nocookie.net/monsterhunter/images/b/bc/MH4G-Seed_Icon_Orange.png,Spiky Acorn,4,99,120,"Reward from Village Quest ""Hunt-a-thon: Velocidrome""",Plants
https://static.wikia.nocookie.net/monsterhunter/images/8/8a/FourthGen-Wood_Icon_Yellow.png,Yukumo Wood,4,99,50,Carve fallen logs in Misty Peaks,Plants
https://static.wikia.nocookie.net/monsterhunter/images/8/88/FourthGen-Wood_Icon_Orange.png,Yukumo Hardwood,6,99,350,Carve fallen logs in High-rank Misty Peaks,Plants
https://static.wikia.nocookie.net/monsterhunter/images/1/10/FourthGen-Wood_Icon_Brown.png,Yukumo Stoutwood,8,99,650,Carve fallen logs in G-rank Misty Peaks,Plants
https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png,Stone,1,99,1,Mining in most areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png,Iron Ore,4,99,60,Mining in most Low-rank areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/5/5f/MH4G-Ore_Icon_White.png,Earth Crystal,4,99,80,Mining in most areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ore_Icon_Blue.png,Machalite Ore,4,99,160,Mining in most Low-rank areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png,Disc Stone,4,99,68,"Mining in the Verdant Hills, Arctic Ridge, Marshlands, Volcano, or Jungle",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f0/MH4G-Ore_Icon_Light_Blue.png,Ice Crystal,4,20,60,"Mining in the Arctic Ridge, Marshlands, Dunes, Frozen Seaway, or Desert Shiny drop from Zamtrios",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f0/MH4G-Ore_Icon_Light_Blue.png,Bealite Ore,4,99,140,"Mining in Deserted Island, Misty Peaks, and Ruined Pinnacle",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png,Lightcrystal,4,99,1150,"Hunting Low-rank Gypceros and Kirin or mining in the Low-rank Marshlands and High-rank Arctic Ridge, Marshlands and Frozen Seaway",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Ore_Icon_Green.png,Dragonite Ore,4,99,480,Mining in the Low-rank Volcano and most High-rank areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png,Firestone,4,99,860,Mining in the Low-rank Volcano and Volcanic Hollow,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png,Allfire Stone,8,99,5160,Mining in the G-Rank Volcano and Volcanic Hollow,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/d/d1/MH4G-Ore_Icon_Orange.png,Lava Nugget,4,99,530,"Hunting Uragaan, Crystalbeard Uragaan, or Lavasioth",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/9d/MH4G-Ore_Icon_Purple.png,Carbalite Ore,6,99,680,Mining in most High-rank areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png,Eltalite Ore,8,99,1280,Mining in most G-rank areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/5/5f/MH4G-Ore_Icon_White.png,Meldspar Ore,8,99,1920,"Mining in G-Rank Deserted Island, Marshlands, Volcano, Frozen Seaway, or Jungle",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/5/5f/MH4G-Ore_Icon_White.png,Novacrystal,6,99,2440,Hunting High-Rank Gypceros and Kirin or mining in the High-rank Marshlands and Frozen Seaway,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f0/MH4G-Ore_Icon_Light_Blue.png,Purecrystal,8,99,7320,"Hunting G-Rank Gypceros, Kirin, Fatalis, Crimson Fatalis, or White Fatalis, mining Ahtal-Neset, mining in G-rank Marshlands and Jungle, or the secret gathering point in Dunes, Ancestral Steppe, Primal Forest, Frozen Seaway, and Ruined Pinnacle",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/9e/MH4G-Ore_Icon_Pink.png,Fucium Ore,6,99,1020,Mining in most High-rank areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/d/d1/MH4G-Ore_Icon_Orange.png,Firecell Stone,6,99,1720,"Hunting Agnaktor, Akantor, Gravios, Uragaan, or Crystalbeard Uragaan or mining in the High-rank Volcano and Volcanic Hollow",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/9e/MH4G-Ore_Icon_Pink.png,Rainbow Ore,5,99,960,Reward from 5★ Hub dual monster quests (Bherna Request),Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ore_Icon_Blue.png,Immaculate Ore,8,99,80,Horns Coins Exchange,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/9d/MH4G-Ore_Icon_Purple.png,Pristine Ore,8,99,960,Horns Coins Exchange,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/94/MH4G-Ore_Icon_Yellow.png,Ultimas Crystal,8,99,7500,Mining in G-Rank Volcanic Hollow,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/4/4e/MH4G-Jewel_Icon_Light_Blue.png,Aquaglow Jewel,4,99,50,"Low-Rank Quest rewards, mining in most Low-rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/7/73/MH4G-Jewel_Icon_White.png,Sunspire Jewel,4,99,350,"Low-Rank Quest rewards, mining in most areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/6/66/MH4G-Jewel_Icon_Purple.png,Bloodrun Jewel,5,99,530,"High-Rank Quest rewards, mining in most High-rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/3/36/MH4G-Jewel_Icon_Yellow.png,Lazurite Jewel,5,99,880,"High-Rank Quest rewards, mining in most High-rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/8/87/MH4G-Jewel_Icon_Brown.png,Adamant Orb,8,99,1000,"G-Rank Quest rewards, mining in most G-rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/2/2f/MH4G-Jewel_Icon_Red.png,Sovereign Orb,8,99,1500,"G-Rank Quest rewards, mining in G-Rank Marshlands, Volcano, Volcanic Hollow, Frozen Seaway, and Jungle",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/5/5f/MH4G-Ore_Icon_White.png,Armor Stone,4,99,150,Quest rewards and Hunters for Hire,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/f2/MH4G-Armor_Sphere_Icon_Blue.png,Armor Sphere,4,99,80,"Low-Rank Quest rewards, mining in most Low-rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Armor_Sphere_Icon_Green.png,Armor Sphere+,4,99,300,"Low-Rank Quest rewards, mining in most areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/7/71/MH4G-Armor_Sphere_Icon_Orange.png,Adv Armor Sphere,5,99,300,"High-Rank Quest rewards, mining in most High-rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/c/c1/MH4G-Armor_Sphere_Icon_Purple.png,Hard Armor Sphere,5,99,400,"High-Rank Quest rewards, mining in most G-Rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/4/4a/MH4G-Armor_Sphere_Icon_Red.png,Heavy Armor Sphere,6,99,600,"High-rank Quest rewards, mining in most G-Rank areas",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/9/97/MH4G-Armor_Sphere_Icon_Yellow.png,King Armor Sphere,8,99,700,"G-rank Quest rewards, mining in G-rank Marshlands, Volcano, and Volcanic Hollow",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/f/fd/ItemIcon019e.png,True Armor Sphere,9,99,800,G-rank Quest rewards,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/d/da/MH4G-Charm_Icon_White.png,Mystery Charm,4,10,0,Mining in most areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/e/ee/MH4G-Charm_Icon_Yellow.png,Shining Charm,5,10,0,Mining in most High-rank areas,Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Charm_Icon_Red.png,Timeworn Charm,6,10,0,"Mining in the High-rank Volcano, Volcanic Hollow, and Frozen Seaway and most G-rank areas, gather in the High-rank Deserted Island and Marshlands secret area",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/6/67/MH4G-Charm_Icon_Light_Blue.png,Enduring Charm,8,10,0,"Village ★10 and G3/G4 Quest Rewards, mining in the G-rank Volcano, Volcanic Hollow, and Frozen Seaway, gather in the G-rank Deserted Island and Marshlands secret area",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png,Rustshard,5,3,0,"Mining in the Volcano, Low-rank Elder Dragon and High-rank quest rewards",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png,Ancient Shard,7,3,0,"Mining in High-rank areas, High and G-rank quest rewards",Minerals & Ores
https://static.wikia.nocookie.net/monsterhunter/images/8/8f/MH4G-Fish_Icon_Light_Blue.png,Rare Fish,1,10,2,Rife Roast,Fish
https://static.wikia.nocookie.net/monsterhunter/images/b/be/MH4G-Fish_Icon_Grey.png,Burnt Fish,1,10,1,Rife Roast,Fish
https://static.wikia.nocookie.net/monsterhunter/images/4/43/MH4G-Fish_Icon_Orange.png,Gourmet Fish,2,10,40,Rife Roast,Fish
https://static.wikia.nocookie.net/monsterhunter/images/1/12/MH4G-Fish_Icon_Yellow.png,Whetfish,1,10,45,Fish in most areas,Fish
https://static.wikia.nocookie.net/monsterhunter/images/4/43/MH4G-Fish_Icon_Orange.png,Sushifish,1,10,45,Fish in most areas,Fish
https://static.wikia.nocookie.net/monsterhunter/images/8/8f/MH4G-Fish_Icon_Light_Blue.png,Sleepyfish,2,10,45,Fish in most areas,Fish
https://static.wikia.nocookie.net/monsterhunter/images/b/be/MH4G-Fish_Icon_Grey.png,Pin Tuna,1,30,50,Fish in most areas,Fish
https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Fish_Icon_Blue.png,Speartuna,5,10,1000,"Fish in Verdant Hills, Frozen Seaway, Jungle, and Ruined Pinnacle",Fish
https://static.wikia.nocookie.net/monsterhunter/images/b/be/MH4G-Fish_Icon_Grey.png,Popfish,2,30,15,Fish in most areas,Fish
https://static.wikia.nocookie.net/monsterhunter/images/b/be/MH4G-Fish_Icon_Grey.png,Scatterfish,4,10,150,"Fish in Dunes, Marshlands, Ancestral Steppe, Primal Forest, and Ruined Pinnacle",Fish
https://static.wikia.nocookie.net/monsterhunter/images/0/03/MH4G-Fish_Icon_Green.png,Burst Arowana,4,10,45,"Fish in Verdant Hills, Arctic Ridge, Misty Peaks, Marshlands Ancestral Steppe, Primal Forest, Desert, and Jungle",Fish
https://static.wikia.nocookie.net/monsterhunter/images/0/08/MH4G-Fish_Icon_Purple.png,Bomb Arowana,4,10,135,"Fish in Arctic Ridge, Deserted Island, Marshlands, Ancestral Steppe, Primal Forest, and Ruined Pinnacle",Fish
https://static.wikia.nocookie.net/monsterhunter/images/4/43/MH4G-Fish_Icon_Orange.png,Glutton Tuna,4,10,13,"Fish in Jurassic Frontier, Dunes, Marshlands, and Ancestral Steppe",Fish
https://static.wikia.nocookie.net/monsterhunter/images/4/43/MH4G-Fish_Icon_Orange.png,Gastronome Tuna,5,5,23,"Fish in High-Rank Jurassic Frontier, Dunes, Marshlands, Primal Forest, Frozen Seaway, Desert, Jungle, and Ruined Pinnacle",Fish
https://static.wikia.nocookie.net/monsterhunter/images/a/a1/MH4G-Fish_Icon_White.png,Ancient Fish,5,5,23,"Fish in High-Rank Verdant Hills, Misty Peaks, Deserted Island, Marshlands, Ancestral Steppe, and Frozen Seaway",Fish
https://static.wikia.nocookie.net/monsterhunter/images/1/12/MH4G-Fish_Icon_Yellow.png,Small Goldenfish,4,99,500,Fish in most areas,Fish
https://static.wikia.nocookie.net/monsterhunter/images/0/03/MH4G-Fish_Icon_Green.png,Wanchovy,2,20,48,"Fish in Jurassic Frontier, Arctic Ridge, Ancestral Steppe, and Frozen Seaway",Fish
https://static.wikia.nocookie.net/monsterhunter/images/8/8f/MH4G-Fish_Icon_Light_Blue.png,Blue Cutthroat,4,99,100,"Quest reward from Hub Quest ""Isle About that Bass""",Fish
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Humspun Conch,4,99,100,"Quest reward from Village Quest ""Island Menace""",Fish
https://static.wikia.nocookie.net/monsterhunter/images/a/a1/MH4G-Fish_Icon_White.png,Armored Bream,5,99,60,By-product of trade with Tanzia Port,Fish
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/MH4G-Hide_Icon_Blue.png,Sharqskin,4,99,380,"Quest reward from Hub Quest ""Lagiacrushed""",Fish
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Fish_Icon_Pink.png,Springnight Carp,5,99,100,By-product of trade with Tanzia Port,Fish
https://static.wikia.nocookie.net/monsterhunter/images/4/4b/MH4G-Hide_Icon_Light_Blue.png,Tailed Frog,4,99,100,"Quest reward from Village Quest ""Jurassic Treasure: The Frog""",Fish
https://static.wikia.nocookie.net/monsterhunter/images/e/e0/MH4G-Fish_Icon_Brown.png,Guardfish,8,99,2500,"Fish in G-Rank Jurassic Frontier, Arctic Ridge, Dunes, Primal Forest, Desert, Jungle, and Ruined Pinnacle",Fish
