name,armor_set_id,min_defense,max_defense,fire,ice,thunder,water,dragon,rarity,hunter_type,wearable_by,num_slots
Makluva Scale U,264,16,54,1,0,-2,3,0,4,gunner,both,2
Makluva Sucker U,264,16,54,1,0,-2,3,0,4,gunner,both,0
Makluva Fin U,264,16,54,1,0,-2,3,0,4,gunner,both,1
Makluva Leggings U,264,16,54,1,0,-2,3,0,4,gunner,both,2
Bistro Cap S,265,17,55,4,3,0,1,0,4,gunner,both,1
Bistro Vest S,265,17,55,4,3,0,1,0,4,gunner,both,1
Bistro Apron S,265,17,55,4,3,0,1,0,4,gunner,both,1
Acorn Cap S,266,18,56,3,-2,0,3,0,4,gunner,both,1
Acorn Vest S,266,18,56,3,-2,0,3,0,4,gunner,both,0
Mosgharl Brim S,267,18,56,-3,3,0,2,0,4,gunner,male,0
Mosgharl Ribguard S,267,18,56,-3,3,0,2,0,4,gunner,male,0
Mosgharl Tendril S,267,18,56,-3,3,0,2,0,4,gunner,male,1
Mosgharl Fronds S,267,18,56,-3,3,0,2,0,4,gunner,male,2
Mosgharl Radicles S,267,18,56,-3,3,0,2,0,4,gunner,male,0
Mosgharl Brim S,268,18,56,-3,3,0,2,0,4,gunner,female,0
Mosgharl Ribguard S,268,18,56,-3,3,0,2,0,4,gunner,female,0
Mosgharl Tendril S,268,18,56,-3,3,0,2,0,4,gunner,female,1
Mosgharl Fronds S,268,18,56,-3,3,0,2,0,4,gunner,female,2
Mosgharl Radicles S,268,18,56,-3,3,0,2,0,4,gunner,female,0
Edel Bloom S,269,17,55,-1,0,-1,4,0,4,gunner,both,2
Edel Ribguard S,269,17,55,-1,0,-1,4,0,4,gunner,both,0
Edel Tendril S,269,17,55,-1,0,-1,4,0,4,gunner,both,1
Edel Fronds S,269,17,55,-1,0,-1,4,0,4,gunner,both,1
Edel Radicles S,269,17,55,-1,0,-1,4,0,4,gunner,both,0
Moofah Wig S,270,16,54,-1,4,3,0,0,4,gunner,both,1
Moofah Jacket S,270,16,54,-1,4,3,0,0,4,gunner,both,0
Moofah Sleeves S,270,16,54,-1,4,3,0,0,4,gunner,both,0
Moofah Coat S,270,16,54,-1,4,3,0,0,4,gunner,both,0
Slagtoth Cowl,271,14,52,-2,-1,0,3,1,4,gunner,both,1
Slagtoth Wrap,271,14,52,-2,-1,0,3,1,4,gunner,both,0
Velociprey Mask S,272,10,48,1,1,1,3,1,4,gunner,both,0
Velociprey Suit S,272,10,48,1,1,1,3,1,4,gunner,both,0
Velociprey Gloves S,272,10,48,1,1,1,3,1,4,gunner,both,0
Velociprey Tights S,272,10,48,1,1,1,3,1,4,gunner,both,0
Giaprey Face,273,14,52,1,3,1,1,1,4,gunner,both,0
Giaprey Wear,273,14,52,1,3,1,1,1,4,gunner,both,0
Giaprey Gloves,273,14,52,1,3,1,1,1,4,gunner,both,0
Giaprey Tights,273,14,52,1,3,1,1,1,4,gunner,both,0
Genprey Mask S,274,10,48,1,1,3,1,1,4,gunner,both,0
Genprey Suit S,274,10,48,1,1,3,1,1,4,gunner,both,0
Genprey Gloves S,274,10,48,1,1,3,1,1,4,gunner,both,0
Genprey Tights S,274,10,48,1,1,3,1,1,4,gunner,both,0
Ioprey Mask S,275,10,48,3,1,1,1,1,4,gunner,both,0
Ioprey Wear S,275,10,48,3,1,1,1,1,4,gunner,both,0
Ioprey Gloves S,275,10,48,3,1,1,1,1,4,gunner,both,0
Ioprey Tights S,275,10,48,3,1,1,1,1,4,gunner,both,0
Remobra Mask S,276,10,48,1,1,1,1,3,4,gunner,both,0
Remobra Wear S,276,10,48,1,1,1,1,3,4,gunner,both,0
Remobra Hands S,276,10,48,1,1,1,1,3,4,gunner,both,0
Remobra Band S,276,10,48,1,1,1,1,3,4,gunner,both,1
Remobra Tights S,276,10,48,1,1,1,1,3,4,gunner,both,0
Trapper's Gloves S,277,11,49,0,0,0,1,0,4,gunner,both,1
Trapper's Boots S,277,11,49,0,0,0,1,0,4,gunner,both,0
Maccao Gloves S,278,11,49,0,0,1,0,0,4,gunner,both,0
Maccao Boots S,278,11,49,0,0,1,0,0,4,gunner,both,2
Jaggi Gloves S,279,11,49,0,1,0,0,0,4,gunner,both,0
Jaggi Boots S,279,11,49,0,1,0,0,0,4,gunner,both,2
Rhenoplos Cap S,280,16,54,3,-2,0,0,0,4,gunner,both,0
Rhenoplos Vest S,280,16,54,3,-2,0,0,0,4,gunner,both,1
Rhenoplos Guards S,280,16,54,3,-2,0,0,0,4,gunner,both,2
Rhenoplos Coat S,280,16,54,3,-2,0,0,0,4,gunner,both,1
Rhenoplos Leggings S,280,16,54,3,-2,0,0,0,4,gunner,both,0
Jaggi Cap S,281,14,52,-2,0,0,0,0,4,gunner,both,0
Jaggi Vest S,281,14,52,-2,0,0,0,0,4,gunner,both,1
Jaggi Guards S,281,14,52,-2,0,0,0,0,4,gunner,both,1
Jaggi Coat S,281,14,52,-2,0,0,0,0,4,gunner,both,1
Jaggi Leggings S,281,14,52,-2,0,0,0,0,4,gunner,both,1
Droth Vest S,282,14,52,-2,0,-1,5,0,4,gunner,both,0
Droth Coat S,282,14,52,-2,0,-1,5,0,4,gunner,both,2
Droth Leggings S,282,14,52,-2,0,-1,5,0,4,gunner,both,1
Uroktor Vest S,283,15,53,5,-1,0,-2,0,4,gunner,both,1
Uroktor Coat S,283,15,53,5,-1,0,-2,0,4,gunner,both,1
Maccao Cap S,284,15,53,-2,1,1,1,1,4,gunner,both,1
Maccao Vest S,284,15,53,-2,1,1,1,1,4,gunner,both,0
Maccao Guards S,284,15,53,-2,1,1,1,1,4,gunner,both,2
Maccao Coat S,284,15,53,-2,1,1,1,1,4,gunner,both,1
Maccao Leggings S,284,15,53,-2,1,1,1,1,4,gunner,both,1
Velociprey Cap S,285,15,53,0,-2,1,1,0,4,gunner,both,1
Velociprey Vest S,285,15,53,0,-2,1,1,0,4,gunner,both,0
Velociprey Guards S,285,15,53,0,-2,1,1,0,4,gunner,both,2
Velociprey Coat S,285,15,53,0,-2,1,1,0,4,gunner,both,2
Velociprey Leggings S,285,15,53,0,-2,1,1,0,4,gunner,both,2
Giaprey Cap S,286,15,53,0,3,-1,0,0,4,gunner,both,0
Giaprey Vest S,286,15,53,0,3,-1,0,0,4,gunner,both,0
Giaprey Guards S,286,15,53,0,3,-1,0,0,4,gunner,both,1
Giaprey Coat S,286,15,53,0,3,-1,0,0,4,gunner,both,1
Giaprey Leggings S,286,15,53,0,3,-1,0,0,4,gunner,both,3
Genprey Cap S,287,16,54,1,-2,2,0,0,4,gunner,both,2
Genprey Vest S,287,16,54,1,-2,2,0,0,4,gunner,both,0
Genprey Guards S,287,16,54,1,-2,2,0,0,4,gunner,both,1
Genprey Coat S,287,16,54,1,-2,2,0,0,4,gunner,both,2
Genprey Leggings S,287,16,54,1,-2,2,0,0,4,gunner,both,0
EX Genprey Cap,288,18,56,1,-2,2,0,0,4,gunner,both,1
EX Genprey Vest,288,18,56,1,-2,2,0,0,4,gunner,both,1
EX Genprey Guards,288,18,56,1,-2,2,0,0,4,gunner,both,1
EX Genprey Coat,288,18,56,1,-2,2,0,0,4,gunner,both,1
EX Genprey Leggings,288,18,56,1,-2,2,0,0,4,gunner,both,1
Ioprey Cap S,289,17,55,3,0,-1,-1,0,4,gunner,both,2
Ioprey Vest S,289,17,55,3,0,-1,-1,0,4,gunner,both,1
Ioprey Guards S,289,17,55,3,0,-1,-1,0,4,gunner,both,1
Ioprey Coat S,289,17,55,3,0,-1,-1,0,4,gunner,both,1
Ioprey Leggings S,289,17,55,3,0,-1,-1,0,4,gunner,both,0
EX Ioprey Cap,290,19,57,3,0,-1,-1,0,4,gunner,both,1
EX Ioprey Vest,290,19,57,3,0,-1,-1,0,4,gunner,both,0
EX Ioprey Guards,290,19,57,3,0,-1,-1,0,4,gunner,both,1
EX Ioprey Coat,290,19,57,3,0,-1,-1,0,4,gunner,both,0
EX Ioprey Leggings,290,19,57,3,0,-1,-1,0,4,gunner,both,1
Vespoid Cap S,291,16,54,-2,2,2,2,3,4,gunner,both,3
Vespoid Vest S,291,16,54,-2,2,2,2,3,4,gunner,both,2
Vespoid Guards S,291,16,54,-2,2,2,2,3,4,gunner,both,2
Vespoid Coat S,291,16,54,-2,2,2,2,3,4,gunner,both,1
Vespoid Leggings S,291,16,54,-2,2,2,2,3,4,gunner,both,2
EX Vespoid Cap,292,18,56,-2,2,2,2,3,4,gunner,both,1
EX Vespoid Vest,292,18,56,-2,2,2,2,3,4,gunner,both,0
EX Vespoid Guards,292,18,56,-2,2,2,2,3,4,gunner,both,0
EX Vespoid Coat,292,18,56,-2,2,2,2,3,4,gunner,both,0
EX Vespoid Leggings,292,18,56,-2,2,2,2,3,4,gunner,both,0
Hornetaur Cap S,293,18,56,-1,-1,-1,-1,6,4,gunner,both,1
Hornetaur Vest S,293,18,56,-1,-1,-1,-1,6,4,gunner,both,0
Hornetaur Guards S,293,18,56,-1,-1,-1,-1,6,4,gunner,both,2
Hornetaur Coat S,293,18,56,-1,-1,-1,-1,6,4,gunner,both,1
Hornetaur Leggings S,293,18,56,-1,-1,-1,-1,6,4,gunner,both,1
EX Hornetaur Cap,294,20,58,-1,-1,-1,-1,6,4,gunner,both,1
EX Hornetaur Vest,294,20,58,-1,-1,-1,-1,6,4,gunner,both,1
EX Hornetaur Guards,294,20,58,-1,-1,-1,-1,6,4,gunner,both,1
EX Hornetaur Coat,294,20,58,-1,-1,-1,-1,6,4,gunner,both,1
EX Hornetaur Leggings,294,20,58,-1,-1,-1,-1,6,4,gunner,both,1
Hornetaur Cap R,295,16,54,-1,-1,-1,-1,6,4,gunner,both,2
Hornetaur Vest R,295,16,54,-1,-1,-1,-1,6,4,gunner,both,2
Hornetaur Guards R,295,16,54,-1,-1,-1,-1,6,4,gunner,both,0
Hornetaur Coat R,295,16,54,-1,-1,-1,-1,6,4,gunner,both,0
Hornetaur Leggings R,295,16,54,-1,-1,-1,-1,6,4,gunner,both,1
Bnahabra Headpiece S,296,16,54,-2,1,1,1,3,4,gunner,both,2
Bnahabra Vest S,296,16,54,-2,1,1,1,3,4,gunner,both,0
Bnahabra Sleeves S,296,16,54,-2,1,1,1,3,4,gunner,both,2
Bnahabra Coat S,296,16,54,-2,1,1,1,3,4,gunner,both,1
Bnahabra Pants S,296,16,54,-2,1,1,1,3,4,gunner,both,0
Konchu Cap S,297,20,58,0,2,2,2,2,4,gunner,both,2
Konchu Guards S,297,20,58,0,2,2,2,2,4,gunner,both,0
Bulldrome Cap S,298,18,56,0,1,-2,3,0,4,gunner,both,1
Bulldrome Vest S,298,18,56,0,1,-2,3,0,4,gunner,both,1
Bulldrome Guards S,298,18,56,0,1,-2,3,0,4,gunner,both,2
Bulldrome Coat S,298,18,56,0,1,-2,3,0,4,gunner,both,1
Bulldrome Leggings S,298,18,56,0,1,-2,3,0,4,gunner,both,1
Arzuros Cap S,299,19,57,-2,0,-2,0,0,4,gunner,both,2
Arzuros Vest S,299,19,57,-2,0,-2,0,0,4,gunner,both,0
Arzuros Guards S,299,19,57,-2,0,-2,0,0,4,gunner,both,0
Arzuros Coat S,299,19,57,-2,0,-2,0,0,4,gunner,both,3
Arzuros Leggings S,299,19,57,-2,0,-2,0,0,4,gunner,both,0
Cephalos Cap S,300,21,59,2,-3,0,0,0,4,gunner,both,1
Cephalos Vest S,300,21,59,2,-3,0,0,0,4,gunner,both,1
Cephalos Guards S,300,21,59,2,-3,0,0,0,4,gunner,both,1
Cephalos Coat S,300,21,59,2,-3,0,0,0,4,gunner,both,0
Cephalos Leggings S,300,21,59,2,-3,0,0,0,4,gunner,both,2
EX Cephalos Cap,301,23,61,2,-3,0,0,0,4,gunner,both,0
EX Cephalos Vest,301,23,61,2,-3,0,0,0,4,gunner,both,0
EX Cephalos Guards,301,23,61,2,-3,0,0,0,4,gunner,both,0
EX Cephalos Coat,301,23,61,2,-3,0,0,0,4,gunner,both,0
EX Cephalos Leggings,301,23,61,2,-3,0,0,0,4,gunner,both,0
Kut-Ku Cap S,302,22,60,4,-3,0,-1,0,4,gunner,both,0
Kut-Ku Vest S,302,22,60,4,-3,0,-1,0,4,gunner,both,0
Kut-Ku Guards S,302,22,60,4,-3,0,-1,0,4,gunner,both,0
Kut-Ku Coat S,302,22,60,4,-3,0,-1,0,4,gunner,both,0
Kut-Ku Leggings S,302,22,60,4,-3,0,-1,0,4,gunner,both,2
Kecha Cap,303,22,60,-2,0,-1,3,1,4,gunner,both,0
Kecha Vest,303,22,60,-2,0,-1,3,1,4,gunner,both,1
Kecha Guards,303,22,60,-2,0,-1,3,1,4,gunner,both,0
Kecha Coat,303,22,60,-2,0,-1,3,1,4,gunner,both,1
Kecha Leggings,303,22,60,-2,0,-1,3,1,4,gunner,both,1
Lagombi Cap S,304,20,58,-3,4,0,1,0,4,gunner,both,1
Lagombi Vest S,304,20,58,-3,4,0,1,0,4,gunner,both,0
Lagombi Guards S,304,20,58,-3,4,0,1,0,4,gunner,both,1
Lagombi Coat S,304,20,58,-3,4,0,1,0,4,gunner,both,1
Lagombi Leggings S,304,20,58,-3,4,0,1,0,4,gunner,both,1
Gypceros Cap S,305,23,61,-3,-1,5,1,0,4,gunner,both,0
Gypceros Vest S,305,23,61,-3,-1,5,1,0,4,gunner,both,2
Gypceros Guards S,305,23,61,-3,-1,5,1,0,4,gunner,both,1
Gypceros Coat S,305,23,61,-3,-1,5,1,0,4,gunner,both,1
Gypceros Leggings S,305,23,61,-3,-1,5,1,0,4,gunner,both,1
Gypceros Cap R,306,21,59,-3,-1,5,1,0,4,gunner,both,0
Gypceros Vest R,306,21,59,-3,-1,5,1,0,4,gunner,both,0
Gypceros Guards R,306,21,59,-3,-1,5,1,0,4,gunner,both,1
Gypceros Coat R,306,21,59,-3,-1,5,1,0,4,gunner,both,0
Gypceros Leggings R,306,21,59,-3,-1,5,1,0,4,gunner,both,0
Tetsucabra Cap S,307,23,61,3,0,-1,-3,1,4,gunner,both,0
Tetsucabra Vest S,307,23,61,3,0,-1,-3,1,4,gunner,both,1
Tetsucabra Guards S,307,23,61,3,0,-1,-3,1,4,gunner,both,0
Tetsucabra Coat S,307,23,61,3,0,-1,-3,1,4,gunner,both,2
Tetsucabra Leggings S,307,23,61,3,0,-1,-3,1,4,gunner,both,1
Hermitaur Cap S,308,24,62,-1,0,-3,4,1,4,gunner,both,0
Hermitaur Vest S,308,24,62,-1,0,-3,4,1,4,gunner,both,0
Hermitaur Guards S,308,24,62,-1,0,-3,4,1,4,gunner,both,2
Hermitaur Coat S,308,24,62,-1,0,-3,4,1,4,gunner,both,0
Hermitaur Leggings S,308,24,62,-1,0,-3,4,1,4,gunner,both,3
EX Hermitaur Cap,309,26,64,-1,0,-3,4,1,4,gunner,both,1
EX Hermitaur Vest,309,26,64,-1,0,-3,4,1,4,gunner,both,0
EX Hermitaur Guards,309,26,64,-1,0,-3,4,1,4,gunner,both,1
EX Hermitaur Coat,309,26,64,-1,0,-3,4,1,4,gunner,both,0
EX Hermitaur Leggings,309,26,64,-1,0,-3,4,1,4,gunner,both,0
Hermitaur Cap R,310,22,60,-1,0,-3,4,1,4,gunner,both,0
Hermitaur Vest R,310,22,60,-1,0,-3,4,1,4,gunner,both,3
Hermitaur Guards R,310,22,60,-1,0,-3,4,1,4,gunner,both,0
Hermitaur Coat R,310,22,60,-1,0,-3,4,1,4,gunner,both,0
Hermitaur Leggings R,310,22,60,-1,0,-3,4,1,4,gunner,both,0
Volvidon Cap S,311,23,61,3,-1,0,-3,1,4,gunner,both,0
Volvidon Vest S,311,23,61,3,-1,0,-3,1,4,gunner,both,1
Volvidon Guards S,311,23,61,3,-1,0,-3,1,4,gunner,both,1
Volvidon Coat S,311,23,61,3,-1,0,-3,1,4,gunner,both,2
Volvidon Leggings S,311,23,61,3,-1,0,-3,1,4,gunner,both,1
Conga Cap,312,16,54,-2,-1,1,1,0,4,gunner,both,1
Conga Vest,312,16,54,-2,-1,1,1,0,4,gunner,both,2
Conga Guards,312,16,54,-2,-1,1,1,0,4,gunner,both,1
Conga Coat,312,16,54,-2,-1,1,1,0,4,gunner,both,0
Conga Leggings,312,16,54,-2,-1,1,1,0,4,gunner,both,0
Ludroth Cap S,313,23,61,-3,0,-1,5,0,4,gunner,both,1
Ludroth Vest S,313,23,61,-3,0,-1,5,0,4,gunner,both,1
Ludroth Guards S,313,23,61,-3,0,-1,5,0,4,gunner,both,0
Ludroth Coat S,313,23,61,-3,0,-1,5,0,4,gunner,both,1
Ludroth Leggings S,313,23,61,-3,0,-1,5,0,4,gunner,both,0
Ludroth Cap R,314,21,59,-3,0,-1,5,0,4,gunner,both,0
Ludroth Vest R,314,21,59,-3,0,-1,5,0,4,gunner,both,0
Ludroth Guards R,314,21,59,-3,0,-1,5,0,4,gunner,both,0
Ludroth Coat R,314,21,59,-3,0,-1,5,0,4,gunner,both,0
Ludroth Leggings R,314,21,59,-3,0,-1,5,0,4,gunner,both,0
Barroth Cap,315,17,55,0,-2,1,0,0,4,gunner,both,1
Barroth Vest,315,17,55,0,-2,1,0,0,4,gunner,both,0
Barroth Guards,315,17,55,0,-2,1,0,0,4,gunner,both,2
Barroth Coat,315,17,55,0,-2,1,0,0,4,gunner,both,0
Barroth Leggings,315,17,55,0,-2,1,0,0,4,gunner,both,1
Lecturer's Cap,316,22,60,0,0,0,0,0,4,gunner,female,0
Lecturer's Jacket,316,22,60,0,0,0,0,0,4,gunner,female,0
Lecturer's Guards,316,22,60,0,0,0,0,0,4,gunner,female,0
Lecturer's Frills,316,22,60,0,0,0,0,0,4,gunner,female,0
Lecturer's Footwear,316,22,60,0,0,0,0,0,4,gunner,female,1
Alloy Helm S,316,40,116,-1,-1,-1,0,0,5,blademaster,both,0
Alloy Mail S,316,40,116,-1,-1,-1,0,0,5,blademaster,both,1
Alloy Vambraces S,316,40,116,-1,-1,-1,0,0,5,blademaster,both,0
Alloy Coil S,316,40,116,-1,-1,-1,0,0,5,blademaster,both,2
Alloy Greaves S,316,40,116,-1,-1,-1,0,0,5,blademaster,both,2
Alloy Helm R,317,36,112,-1,-1,-1,0,0,5,blademaster,both,0
Alloy Mail R,317,36,112,-1,-1,-1,0,0,5,blademaster,both,1
Alloy Braces R,317,36,112,-1,-1,-1,0,0,5,blademaster,both,0
Alloy Coil R,317,36,112,-1,-1,-1,0,0,5,blademaster,both,0
Alloy Greaves R,317,36,112,-1,-1,-1,0,0,5,blademaster,both,0
Battle Helm S,318,44,120,1,0,-1,-1,0,5,blademaster,both,1
Battle Mail S,318,44,120,1,0,-1,-1,0,5,blademaster,both,2
Battle Vambraces S,318,44,120,1,0,-1,-1,0,5,blademaster,both,1
Battle Tassets S,318,44,120,1,0,-1,-1,0,5,blademaster,both,0
Battle Greaves S,318,44,120,1,0,-1,-1,0,5,blademaster,both,1
Ingot Helm S,319,48,124,-1,0,1,-1,0,5,blademaster,both,1
Ingot Mail S,319,48,124,-1,0,1,-1,0,5,blademaster,both,1
Ingot Vambraces S,319,48,124,-1,0,1,-1,0,5,blademaster,both,0
Ingot Coil S,319,48,124,-1,0,1,-1,0,5,blademaster,both,3
Ingot Greaves S,319,48,124,-1,0,1,-1,0,5,blademaster,both,0
Ingot Helm R,320,44,120,-1,0,1,-1,0,5,blademaster,both,0
Ingot Mail R,320,44,120,-1,0,1,-1,0,5,blademaster,both,0
Ingot Vambraces R,320,44,120,-1,0,1,-1,0,5,blademaster,both,0
Ingot Coil R,320,44,120,-1,0,1,-1,0,5,blademaster,both,0
Ingot Greaves R,320,44,120,-1,0,1,-1,0,5,blademaster,both,0
High Metal Helm S,321,46,122,0,-1,2,-1,0,5,blademaster,both,1
High Metal Mail S,321,46,122,0,-1,2,-1,0,5,blademaster,both,1
High Metal Braces S,321,46,122,0,-1,2,-1,0,5,blademaster,both,0
High Metal Tassets S,321,46,122,0,-1,2,-1,0,5,blademaster,both,2
High Metal Greaves S,321,46,122,0,-1,2,-1,0,5,blademaster,both,1
High Metal Helm U,322,42,118,0,-1,2,-1,0,5,blademaster,both,0
High Metal Mail U,322,42,118,0,-1,2,-1,0,5,blademaster,both,0
High Metal Braces U,322,42,118,0,-1,2,-1,0,5,blademaster,both,1
High Metal Tassets U,322,42,118,0,-1,2,-1,0,5,blademaster,both,0
High Metal Greaves U,322,42,118,0,-1,2,-1,0,5,blademaster,both,0
Pink Metal Boots,323,48,124,5,-1,-1,-1,0,5,blademaster,female,1
Lobster Helm,324,48,124,-1,-1,-1,4,-1,5,blademaster,both,1
Lobster Mail,324,48,124,-1,-1,-1,4,-1,5,blademaster,both,0
Lobster Vambraces,324,48,124,-1,-1,-1,4,-1,5,blademaster,both,1
Lobster Coil,324,48,124,-1,-1,-1,4,-1,5,blademaster,both,0
Lobster Greaves,324,48,124,-1,-1,-1,4,-1,5,blademaster,both,1
Obituary Vertex S,325,50,126,2,-2,2,-2,3,5,blademaster,male,1
Obituary Thorax S,325,50,126,2,-2,2,-2,3,5,blademaster,male,2
Obituary Brachia S,325,50,126,2,-2,2,-2,3,5,blademaster,male,1
Obituary Elytra S,325,50,126,2,-2,2,-2,3,5,blademaster,male,0
Obituary Crura S,325,50,126,2,-2,2,-2,3,5,blademaster,male,0
Butterfly Vertex S,326,50,126,2,-2,2,-2,3,5,blademaster,female,1
Butterfly Thorax S,326,50,126,2,-2,2,-2,3,5,blademaster,female,2
Butterfly Brachia S,326,50,126,2,-2,2,-2,3,5,blademaster,female,1
Butterfly Elytra S,326,50,126,2,-2,2,-2,3,5,blademaster,female,0
Butterfly Crura S,326,50,126,2,-2,2,-2,3,5,blademaster,female,0
Death Stench Brain S,327,48,124,2,-1,1,1,0,5,blademaster,both,1
Death Stench Muscle S,327,48,124,2,-1,1,1,0,5,blademaster,both,2
Death Stench Grip S,327,48,124,2,-1,1,1,0,5,blademaster,both,2
Death Stench Bowels S,327,48,124,2,-1,1,1,0,5,blademaster,both,0
Death Stench Heel S,327,48,124,2,-1,1,1,0,5,blademaster,both,0
Death Stench Brain R,328,44,120,2,-1,1,1,0,5,blademaster,both,0
Death Stench Muscle R,328,44,120,2,-1,1,1,0,5,blademaster,both,0
Death Stench Grip R,328,44,120,2,-1,1,1,0,5,blademaster,both,2
Death Stench Bowels R,328,44,120,2,-1,1,1,0,5,blademaster,both,0
Death Stench Heel R,328,44,120,2,-1,1,1,0,5,blademaster,both,1
Vaik Helm S,329,46,122,0,-1,-2,3,0,5,blademaster,both,2
Vaik Mail S,329,46,122,0,-1,-2,3,0,5,blademaster,both,0
Vaik Braces S,329,46,122,0,-1,-2,3,0,5,blademaster,both,1
Vaik Faulds S,329,46,122,0,-1,-2,3,0,5,blademaster,both,2
Vaik Greaves S,329,46,122,0,-1,-2,3,0,5,blademaster,both,1
Aelucanth Vertex S,330,48,124,-2,-2,3,0,2,5,blademaster,male,0
Aelucanth Thorax S,330,48,124,-2,-2,3,0,2,5,blademaster,male,1
Aelucanth Brachia S,330,48,124,-2,-2,3,0,2,5,blademaster,male,0
Aelucanth Elytra S,330,48,124,-2,-2,3,0,2,5,blademaster,male,1
Aelucanth Crura S,330,48,124,-2,-2,3,0,2,5,blademaster,male,1
Rhopessa Vertex S,331,48,124,-2,-2,3,0,2,5,blademaster,female,0
Rhopessa Thorax S,331,48,124,-2,-2,3,0,2,5,blademaster,female,1
Rhopessa Brachia S,331,48,124,-2,-2,3,0,2,5,blademaster,female,0
Rhopessa Elytra S,331,48,124,-2,-2,3,0,2,5,blademaster,female,1
Rhopessa Crura S,331,48,124,-2,-2,3,0,2,5,blademaster,female,1
Patissier's Toque,332,44,120,2,2,0,0,-2,5,blademaster,both,1
Patissier's Suit,332,44,120,2,2,0,0,-2,5,blademaster,both,0
Patissier's Gloves,332,44,120,2,2,0,0,-2,5,blademaster,both,0
Patissier's Sarong,332,44,120,2,2,0,0,-2,5,blademaster,both,1
Patissier's Boots,332,44,120,2,2,0,0,-2,5,blademaster,both,0
Skalda Vertex S,333,48,124,3,-1,-1,-1,3,5,blademaster,male,1
Skalda Thorax S,333,48,124,3,-1,-1,-1,3,5,blademaster,male,0
Skalda Brachia S,333,48,124,3,-1,-1,-1,3,5,blademaster,male,0
Skalda Elytra S,333,48,124,3,-1,-1,-1,3,5,blademaster,male,0
Skalda Crura S,333,48,124,3,-1,-1,-1,3,5,blademaster,male,2
Spio Vertex S,334,48,124,3,-1,-1,-1,3,5,blademaster,female,1
Spio Thorax S,334,48,124,3,-1,-1,-1,3,5,blademaster,female,0
Spio Brachia S,334,48,124,3,-1,-1,-1,3,5,blademaster,female,0
Spio Elytra S,334,48,124,3,-1,-1,-1,3,5,blademaster,female,0
Spio Crura S,334,48,124,3,-1,-1,-1,3,5,blademaster,female,2
Basarios Helm,335,42,118,0,1,1,-2,-3,5,blademaster,both,2
Basarios Mail,335,42,118,0,1,1,-2,-3,5,blademaster,both,0
Basarios Vambraces,335,42,118,0,1,1,-2,-3,5,blademaster,both,1
Basarios Tassets,335,42,118,0,1,1,-2,-3,5,blademaster,both,1
Basarios Greaves,335,42,118,0,1,1,-2,-3,5,blademaster,both,1
Malfestio Helm S,336,44,120,-2,1,1,-2,0,5,blademaster,both,0
Malfestio Mail S,336,44,120,-2,1,1,-2,0,5,blademaster,both,0
Malfestio Braces S,336,44,120,-2,1,1,-2,0,5,blademaster,both,1
Malfestio Faulds S,336,44,120,-2,1,1,-2,0,5,blademaster,both,0
Malfestio Greaves S,336,44,120,-2,1,1,-2,0,5,blademaster,both,2
Zamtrios Helm,337,46,122,-2,4,-4,3,0,5,blademaster,both,1
Zamtrios Mail,337,46,122,-2,4,-4,3,0,5,blademaster,both,0
Zamtrios Braces,337,46,122,-2,4,-4,3,0,5,blademaster,both,0
Zamtrios Faulds,337,46,122,-2,4,-4,3,0,5,blademaster,both,0
Zamtrios Greaves,337,46,122,-2,4,-4,3,0,5,blademaster,both,1
Khezu Helm S,338,50,126,-4,2,4,1,1,5,blademaster,both,0
Khezu Mail S,338,50,126,-4,2,4,1,1,5,blademaster,both,0
Khezu Vambraces S,338,50,126,-4,2,4,1,1,5,blademaster,both,2
Khezu Tassets S,338,50,126,-4,2,4,1,1,5,blademaster,both,0
Khezu Greaves S,338,50,126,-4,2,4,1,1,5,blademaster,both,1
Khezu Helm R,339,46,122,-4,2,4,1,1,5,blademaster,both,0
Khezu Mail R,339,46,122,-4,2,4,1,1,5,blademaster,both,0
Khezu Braces R,339,46,122,-4,2,4,1,1,5,blademaster,both,1
Khezu Tassets R,339,46,122,-4,2,4,1,1,5,blademaster,both,2
Khezu Greaves R,339,46,122,-4,2,4,1,1,5,blademaster,both,1
Nerscylla Helm,340,46,122,0,1,-2,2,2,5,blademaster,both,1
Nerscylla Mail,340,46,122,0,1,-2,2,2,5,blademaster,both,0
Nerscylla Vambraces,340,46,122,0,1,-2,2,2,5,blademaster,both,1
Nerscylla Faulds,340,46,122,0,1,-2,2,2,5,blademaster,both,2
Nerscylla Greaves,340,46,122,0,1,-2,2,2,5,blademaster,both,1
Rathian Helm S,341,50,126,3,0,-2,0,-3,5,blademaster,both,1
Rathian Mail S,341,50,126,3,0,-2,0,-3,5,blademaster,both,0
Rathian Braces S,341,50,126,3,0,-2,0,-3,5,blademaster,both,0
Rathian Faulds S,341,50,126,3,0,-2,0,-3,5,blademaster,both,1
Rathian Greaves S,341,50,126,3,0,-2,0,-3,5,blademaster,both,1
EX Rathian Helm,342,54,130,3,0,-2,0,-3,5,blademaster,both,1
EX Rathian Mail,342,54,130,3,0,-2,0,-3,5,blademaster,both,0
EX Rathian Braces,342,54,130,3,0,-2,0,-3,5,blademaster,both,1
EX Rathian Faulds,342,54,130,3,0,-2,0,-3,5,blademaster,both,0
EX Rathian Greaves,342,54,130,3,0,-2,0,-3,5,blademaster,both,2
