chance,map,area,rank,node,appear_chance,min,max,name,amount,item
12,M. Peaks,3,high,7,,3,5,Needleberry,2,
65,M. Peaks,3,high,8,,1,1,Honey,1,
30,M. Peaks,3,high,8,,1,1,Royal Honey,1,
5,M. Peaks,3,high,8,,1,1,Snakebee Larva,1,
100,M. Peaks,3,high,9,,2,3,Burned Husk,1,
80,M. Peaks,3,high,10,80,3,5,Water Ambrosia,1,
20,M. Peaks,3,high,10,80,3,5,Heavy Jelly,1,
25,M. Peaks,3,high,11,20,3,5,Larval Extract,1,
25,M. Peaks,3,high,11,20,3,5,Paralarval Extract,1,
25,M. Peaks,3,high,11,20,3,5,Heavy Jelly,1,
15,M. Peaks,3,high,11,20,3,5,Water Ambrosia,1,
10,M. Peaks,3,high,11,20,3,5,Water Ambrosia,2,
85,M. Peaks,3,g,1,,8,12,Super Sprout,1,
10,M. Peaks,3,g,1,,8,12,Super Sprout,2,
5,M. Peaks,3,g,1,,8,12,Ivy,1,
85,M. Peaks,3,g,2,,8,12,Super Sprout,1,
10,M. Peaks,3,g,2,,8,12,Super Sprout,2,
5,M. Peaks,3,g,2,,8,12,Ivy,1,
75,M. Peaks,3,g,3,,3,5,Spider Web,1,
17,M. Peaks,3,g,3,,3,5,Mega Fishing Fly,1,
8,M. Peaks,3,g,3,,3,5,Insect Husk,1,
30,M. Peaks,3,g,4,,2,3,Eltalite Ore,1,
20,M. Peaks,3,g,4,,2,3,Bealite Ore,2,
20,M. Peaks,3,g,4,,2,3,Hard Armor Sphere,1,
20,M. Peaks,3,g,4,,2,3,Heavy Armor Sphere,1,
10,M. Peaks,3,g,4,,2,3,Balmstone Chunk,1,
35,M. Peaks,3,g,5,,2,3,Shining Charm,1,
35,M. Peaks,3,g,5,,2,3,Timeworn Charm,1,
20,M. Peaks,3,g,5,,2,3,Ancient Shard,1,
10,M. Peaks,3,g,5,,2,3,Carbalite Ore,1,
40,M. Peaks,3,g,6,,4,5,King Scarab,1,
40,M. Peaks,3,g,6,,4,5,Emperor Hopper,1,
20,M. Peaks,3,g,6,,4,5,Divine Rhino,1,
50,M. Peaks,3,g,7,,3,5,Big Lagniapple,1,
25,M. Peaks,3,g,7,,3,5,Huge Lagniapple,1,
13,M. Peaks,3,g,7,,3,5,Huskberry,2,
12,M. Peaks,3,g,7,,3,5,Needleberry,2,
65,M. Peaks,3,g,8,,1,1,Honey,1,
30,M. Peaks,3,g,8,,1,1,Royal Honey,1,
5,M. Peaks,3,g,8,,1,1,Snakebee Larva,1,
100,M. Peaks,3,g,9,,2,3,Burned Husk,1,
70,M. Peaks,3,g,10,80,3,5,Water Ambrosia,1,
20,M. Peaks,3,g,10,80,3,5,Heavy Jelly,1,
10,M. Peaks,3,g,10,80,3,5,Larval Extract,1,
35,M. Peaks,3,g,11,20,3,5,Larval Extract,1,
25,M. Peaks,3,g,11,20,3,5,Heavy Jelly,1,
15,M. Peaks,3,g,11,20,3,5,Paralarval Extract,1,
15,M. Peaks,3,g,11,20,3,5,Water Ambrosia,1,
10,M. Peaks,3,g,11,20,3,5,Water Ambrosia,2,
70,M. Peaks,4,low,1,,4,6,Paintball,1,
20,M. Peaks,4,low,1,,4,6,Ration,1,
10,M. Peaks,4,low,1,,4,6,Throwing Knife,1,
90,M. Peaks,4,low,2,,3,5,Yukumo Wood,1,
10,M. Peaks,4,low,2,,3,5,Insect Husk,1,
35,M. Peaks,4,low,3,,3,5,Sleep Herb,1,
30,M. Peaks,4,low,3,,3,5,Antidote Herb,1,
20,M. Peaks,4,low,3,,3,5,Snow Herb,1,
15,M. Peaks,4,low,3,,3,5,Felvine,1,
35,M. Peaks,4,low,4,80,3,5,Iron Ore,1,
35,M. Peaks,4,low,4,80,3,5,Earth Crystal,1,
15,M. Peaks,4,low,4,80,3,5,Balmstone Piece,1,
10,M. Peaks,4,low,4,80,3,5,Balmstone Piece,2,
5,M. Peaks,4,low,4,80,3,5,Machalite Ore,1,
30,M. Peaks,4,low,5,20,4,6,Iron Ore,1,
30,M. Peaks,4,low,5,20,4,6,Earth Crystal,1,
15,M. Peaks,4,low,5,20,4,6,Armor Sphere,1,
15,M. Peaks,4,low,5,20,4,6,Balmstone Piece,2,
10,M. Peaks,4,low,5,20,4,6,Machalite Ore,1,
30,M. Peaks,4,low,6,,3,5,Paintberry,1,
20,M. Peaks,4,low,6,,3,5,Huskberry,1,
20,M. Peaks,4,low,6,,3,5,Needleberry,1,
15,M. Peaks,4,low,6,,3,5,Huskberry,2,
15,M. Peaks,4,low,6,,3,5,Needleberry,2,
30,M. Peaks,4,low,7,70,3,5,Antidote Herb,1,
30,M. Peaks,4,low,7,70,3,5,Sleep Herb,1,
20,M. Peaks,4,low,7,70,3,5,Ivy,1,
10,M. Peaks,4,low,7,70,3,5,Herb,1,
10,M. Peaks,4,low,7,70,3,5,Sap Plant,1,
35,M. Peaks,4,low,8,30,4,6,Herb,2,
25,M. Peaks,4,low,8,30,4,6,Ivy,1,
25,M. Peaks,4,low,8,30,4,6,Sap Plant,1,
15,M. Peaks,4,low,8,30,4,6,Snow Herb,1,
70,M. Peaks,4,high,1,,4,6,Paintball,1,
20,M. Peaks,4,high,1,,4,6,Ration,1,
10,M. Peaks,4,high,1,,4,6,Throwing Knife,1,
60,M. Peaks,4,high,2,,3,5,Yukumo Hardwood,1,
30,M. Peaks,4,high,2,,3,5,Yukumo Wood,1,
10,M. Peaks,4,high,2,,3,5,Insect Husk,1,
35,M. Peaks,4,high,3,,3,5,Sleep Herb,1,
30,M. Peaks,4,high,3,,3,5,Antidote Herb,1,
20,M. Peaks,4,high,3,,3,5,Snow Herb,1,
15,M. Peaks,4,high,3,,3,5,Felvine,1,
25,M. Peaks,4,high,4,80,3,5,Bealite Ore,1,
13,M. Peaks,4,high,4,80,3,5,Machalite Ore,1,
12,M. Peaks,4,high,4,80,3,5,Dragonite Ore,1,
11,M. Peaks,4,high,4,80,3,5,Mystery Charm,1,
7,M. Peaks,4,high,4,80,3,5,Iron Ore,2,
7,M. Peaks,4,high,4,80,3,5,Earth Crystal,2,
5,M. Peaks,4,high,4,80,3,5,Carbalite Ore,1,
5,M. Peaks,4,high,4,80,3,5,Armor Sphere,1,
5,M. Peaks,4,high,4,80,3,5,Armor Sphere+,1,
5,M. Peaks,4,high,4,80,3,5,Balmstone Piece,2,
5,M. Peaks,4,high,4,80,3,5,Balmstone Chunk,1,
20,M. Peaks,4,high,5,20,4,6,Adv Armor Sphere,1,
15,M. Peaks,4,high,5,20,4,6,Armor Sphere+,1,
15,M. Peaks,4,high,5,20,4,6,Mystery Charm,1,
15,M. Peaks,4,high,5,20,4,6,Shining Charm,1,
10,M. Peaks,4,high,5,20,4,6,Dragonite Ore,1,
10,M. Peaks,4,high,5,20,4,6,Carbalite Ore,1,
5,M. Peaks,4,high,5,20,4,6,Bealite Ore,1,
5,M. Peaks,4,high,5,20,4,6,Balmstone Piece,2,
5,M. Peaks,4,high,5,20,4,6,Balmstone Chunk,1,
30,M. Peaks,4,high,6,,3,5,Paintberry,1,
20,M. Peaks,4,high,6,,3,5,Huskberry,1,
20,M. Peaks,4,high,6,,3,5,Needleberry,1,
15,M. Peaks,4,high,6,,3,5,Huskberry,2,
15,M. Peaks,4,high,6,,3,5,Needleberry,2,
30,M. Peaks,4,high,7,70,3,5,Antidote Herb,1,
30,M. Peaks,4,high,7,70,3,5,Sleep Herb,1,
20,M. Peaks,4,high,7,70,3,5,Ivy,1,
10,M. Peaks,4,high,7,70,3,5,Herb,1,
10,M. Peaks,4,high,7,70,3,5,Sap Plant,1,
35,M. Peaks,4,high,8,30,4,6,Herb,2,
25,M. Peaks,4,high,8,30,4,6,Ivy,1,
25,M. Peaks,4,high,8,30,4,6,Sap Plant,1,
15,M. Peaks,4,high,8,30,4,6,Snow Herb,1,
70,M. Peaks,4,g,1,,4,6,Paintball,1,
20,M. Peaks,4,g,1,,4,6,Ration,1,
10,M. Peaks,4,g,1,,4,6,Throwing Knife,1,
50,M. Peaks,4,g,2,,3,5,Yukumo Stoutwood,1,
30,M. Peaks,4,g,2,,3,5,Yukumo Hardwood,1,
10,M. Peaks,4,g,2,,3,5,Yukumo Wood,2,
10,M. Peaks,4,g,2,,3,5,Insect Husk,1,
35,M. Peaks,4,g,3,,3,5,Sleep Herb,1,
30,M. Peaks,4,g,3,,3,5,Antidote Herb,1,
20,M. Peaks,4,g,3,,3,5,Snow Herb,1,
15,M. Peaks,4,g,3,,3,5,Felvine,1,
15,M. Peaks,4,g,4,80,3,5,Earth Crystal,2,
15,M. Peaks,4,g,4,80,3,5,Carbalite Ore,1,
15,M. Peaks,4,g,4,80,3,5,Eltalite Ore,1,
15,M. Peaks,4,g,4,80,3,5,Hard Armor Sphere,1,
10,M. Peaks,4,g,4,80,3,5,Bealite Ore,1,
10,M. Peaks,4,g,4,80,3,5,Adv Armor Sphere,1,
10,M. Peaks,4,g,4,80,3,5,Shining Charm,1,
5,M. Peaks,4,g,4,80,3,5,Balmstone Piece,2,
5,M. Peaks,4,g,4,80,3,5,Balmstone Chunk,1,
20,M. Peaks,4,g,5,20,4,6,Eltalite Ore,1,
20,M. Peaks,4,g,5,20,4,6,Heavy Armor Sphere,1,
20,M. Peaks,4,g,5,20,4,6,Timeworn Charm,1,
15,M. Peaks,4,g,5,20,4,6,Hard Armor Sphere,1,
10,M. Peaks,4,g,5,20,4,6,Carbalite Ore,1,
5,M. Peaks,4,g,5,20,4,6,Shining Charm,1,
5,M. Peaks,4,g,5,20,4,6,Balmstone Piece,2,
5,M. Peaks,4,g,5,20,4,6,Balmstone Chunk,1,
30,M. Peaks,4,g,6,,3,5,Paintberry,1,
20,M. Peaks,4,g,6,,3,5,Huskberry,1,
20,M. Peaks,4,g,6,,3,5,Needleberry,1,
15,M. Peaks,4,g,6,,3,5,Huskberry,2,
15,M. Peaks,4,g,6,,3,5,Needleberry,2,
30,M. Peaks,4,g,7,70,3,5,Antidote Herb,1,
30,M. Peaks,4,g,7,70,3,5,Sleep Herb,1,
20,M. Peaks,4,g,7,70,3,5,Ivy,1,
10,M. Peaks,4,g,7,70,3,5,Herb,1,
10,M. Peaks,4,g,7,70,3,5,Sap Plant,1,
35,M. Peaks,4,g,8,30,4,6,Herb,2,
25,M. Peaks,4,g,8,30,4,6,Ivy,1,
25,M. Peaks,4,g,8,30,4,6,Sap Plant,1,
15,M. Peaks,4,g,8,30,4,6,Snow Herb,1,
65,M. Peaks,5,low,1,,3,4,Honey,1,
30,M. Peaks,5,low,1,,3,4,Royal Honey,1,
5,M. Peaks,5,low,1,,3,4,Snakebee Larva,1,
65,M. Peaks,5,low,2,,4,6,Honey,1,
30,M. Peaks,5,low,2,,4,6,Royal Honey,1,
5,M. Peaks,5,low,2,,4,6,Snakebee Larva,1,
90,M. Peaks,5,low,3,,3,5,Yukumo Wood,1,
10,M. Peaks,5,low,3,,3,5,Insect Husk,1,
40,M. Peaks,5,low,4,,3,5,Blue Mushroom,1,
30,M. Peaks,5,low,4,,3,5,Blue Mushroom,2,
15,M. Peaks,5,low,4,,3,5,Unique Mushroom,1,
12,M. Peaks,5,low,4,,3,5,Unique Mushroom,2,
3,M. Peaks,5,low,4,,3,5,Great Shroom,1,
30,M. Peaks,5,low,5,80,3,5,Unique Mushroom,1,
25,M. Peaks,5,low,5,80,3,5,Nitroshroom,1,
25,M. Peaks,5,low,5,80,3,5,Toadstool,1,
20,M. Peaks,5,low,5,80,3,5,Mopeshroom,1,
30,M. Peaks,5,low,6,20,4,6,Nitroshroom,1,
30,M. Peaks,5,low,6,20,4,6,Mopeshroom,1,
20,M. Peaks,5,low,6,20,4,6,Unique Mushroom,2,
10,M. Peaks,5,low,6,20,4,6,Toadstool,1,
10,M. Peaks,5,low,6,20,4,6,Great Shroom,1,
40,M. Peaks,5,low,7,,3,5,Felvine,1,
40,M. Peaks,5,low,7,,3,5,Snow Herb,1,
20,M. Peaks,5,low,7,,3,5,Sap Plant,1,
65,M. Peaks,5,high,1,,3,4,Honey,1,
30,M. Peaks,5,high,1,,3,4,Royal Honey,1,
5,M. Peaks,5,high,1,,3,4,Snakebee Larva,1,
65,M. Peaks,5,high,2,,4,6,Honey,1,
30,M. Peaks,5,high,2,,4,6,Royal Honey,1,
5,M. Peaks,5,high,2,,4,6,Snakebee Larva,1,
60,M. Peaks,5,high,3,,3,5,Yukumo Hardwood,1,
30,M. Peaks,5,high,3,,3,5,Yukumo Wood,1,
10,M. Peaks,5,high,3,,3,5,Insect Husk,1,
40,M. Peaks,5,high,4,,3,5,Blue Mushroom,1,
30,M. Peaks,5,high,4,,3,5,Blue Mushroom,2,
17,M. Peaks,5,high,4,,3,5,Unique Mushroom,1,
5,M. Peaks,5,high,4,,3,5,Dragon Toadstool,1,
5,M. Peaks,5,high,4,,3,5,Choice Mushroom,1,
3,M. Peaks,5,high,4,,3,5,Great Shroom,1,
25,M. Peaks,5,high,5,80,3,5,Nitroshroom,1,
20,M. Peaks,5,high,5,80,3,5,Mopeshroom,1,
20,M. Peaks,5,high,5,80,3,5,Unique Mushroom,1,
15,M. Peaks,5,high,5,80,3,5,Toadstool,1,
15,M. Peaks,5,high,5,80,3,5,Dragon Toadstool,1,
5,M. Peaks,5,high,5,80,3,5,Choice Mushroom,1,
30,M. Peaks,5,high,6,20,4,6,Nitroshroom,1,
30,M. Peaks,5,high,6,20,4,6,Mopeshroom,1,
15,M. Peaks,5,high,6,20,4,6,Dragon Toadstool,1,
15,M. Peaks,5,high,6,20,4,6,Choice Mushroom,1,
10,M. Peaks,5,high,6,20,4,6,Great Shroom,1,
40,M. Peaks,5,high,7,,3,5,Felvine,1,
40,M. Peaks,5,high,7,,3,5,Snow Herb,1,
20,M. Peaks,5,high,7,,3,5,Sap Plant,1,
65,M. Peaks,5,g,1,,3,4,Honey,1,
30,M. Peaks,5,g,1,,3,4,Royal Honey,1,
5,M. Peaks,5,g,1,,3,4,Snakebee Larva,1,
65,M. Peaks,5,g,2,,4,6,Honey,1,
30,M. Peaks,5,g,2,,4,6,Royal Honey,1,
5,M. Peaks,5,g,2,,4,6,Snakebee Larva,1,
50,M. Peaks,5,g,3,,3,5,Yukumo Stoutwood,1,
30,M. Peaks,5,g,3,,3,5,Yukumo Hardwood,1,
10,M. Peaks,5,g,3,,3,5,Yukumo Wood,2,
10,M. Peaks,5,g,3,,3,5,Insect Husk,1,
40,M. Peaks,5,g,4,,3,5,Blue Mushroom,1,
30,M. Peaks,5,g,4,,3,5,Blue Mushroom,2,
17,M. Peaks,5,g,4,,3,5,Unique Mushroom,1,
5,M. Peaks,5,g,4,,3,5,Dragon Toadstool,1,
5,M. Peaks,5,g,4,,3,5,Choice Mushroom,1,
3,M. Peaks,5,g,4,,3,5,Great Shroom,1,
25,M. Peaks,5,g,5,80,3,5,Nitroshroom,1,
20,M. Peaks,5,g,5,80,3,5,Mopeshroom,1,
20,M. Peaks,5,g,5,80,3,5,Unique Mushroom,1,
15,M. Peaks,5,g,5,80,3,5,Toadstool,1,
15,M. Peaks,5,g,5,80,3,5,Dragon Toadstool,1,
5,M. Peaks,5,g,5,80,3,5,Choice Mushroom,1,
30,M. Peaks,5,g,6,20,4,6,Nitroshroom,1,
30,M. Peaks,5,g,6,20,4,6,Mopeshroom,1,
15,M. Peaks,5,g,6,20,4,6,Dragon Toadstool,1,
15,M. Peaks,5,g,6,20,4,6,Choice Mushroom,1,
10,M. Peaks,5,g,6,20,4,6,Great Shroom,1,
40,M. Peaks,5,g,7,,3,5,Felvine,1,
40,M. Peaks,5,g,7,,3,5,Snow Herb,1,
20,M. Peaks,5,g,7,,3,5,Sap Plant,1,
85,M. Peaks,6,low,1,,,,Worm,1,∞
10,M. Peaks,6,low,1,,,,Frog,1,∞
5,M. Peaks,6,low,1,,,,Stone,1,∞
75,M. Peaks,6,low,2,,3,5,Water Ambrosia,1,
10,M. Peaks,6,low,2,,3,5,Heavy Jelly,1,
10,M. Peaks,6,low,2,,3,5,Water Ambrosia,2,
5,M. Peaks,6,low,2,,3,5,Larval Extract,1,
30,M. Peaks,6,low,3,,3,5,Nulberry,1,
20,M. Peaks,6,low,3,,3,5,Huskberry,1,
20,M. Peaks,6,low,3,,3,5,Needleberry,1,
15,M. Peaks,6,low,3,,3,5,Huskberry,2,
15,M. Peaks,6,low,3,,3,5,Needleberry,2,
35,M. Peaks,6,low,4,80,3,5,Iron Ore,1,
35,M. Peaks,6,low,4,80,3,5,Earth Crystal,1,
15,M. Peaks,6,low,4,80,3,5,Balmstone Piece,1,
10,M. Peaks,6,low,4,80,3,5,Balmstone Piece,2,
5,M. Peaks,6,low,4,80,3,5,Machalite Ore,1,
30,M. Peaks,6,low,5,20,4,6,Iron Ore,1,
30,M. Peaks,6,low,5,20,4,6,Earth Crystal,1,
15,M. Peaks,6,low,5,20,4,6,Armor Sphere,1,
15,M. Peaks,6,low,5,20,4,6,Balmstone Piece,2,
10,M. Peaks,6,low,5,20,4,6,Machalite Ore,1,
30,M. Peaks,6,low,6,70,3,5,Antidote Herb,1,
30,M. Peaks,6,low,6,70,3,5,Sleep Herb,1,
20,M. Peaks,6,low,6,70,3,5,Ivy,1,
10,M. Peaks,6,low,6,70,3,5,Herb,1,
10,M. Peaks,6,low,6,70,3,5,Sap Plant,1,
35,M. Peaks,6,low,7,30,4,6,Herb,2,
25,M. Peaks,6,low,7,30,4,6,Ivy,1,
25,M. Peaks,6,low,7,30,4,6,Sap Plant,1,
15,M. Peaks,6,low,7,30,4,6,Snow Herb,1,
45,M. Peaks,6,low,8,70,4,6,Latchberry,1,
20,M. Peaks,6,low,8,70,4,6,Nulberry,1,
15,M. Peaks,6,low,8,70,4,6,Huskberry,2,
15,M. Peaks,6,low,8,70,4,6,Needleberry,2,
5,M. Peaks,6,low,8,70,4,6,Scatternut,1,
35,M. Peaks,6,low,9,30,4,6,Latchberry,1,
20,M. Peaks,6,low,9,30,4,6,Nulberry,1,
20,M. Peaks,6,low,9,30,4,6,Latchberry,2,
15,M. Peaks,6,low,9,30,4,6,Scatternut,1,
10,M. Peaks,6,low,9,30,4,6,Nulberry,2,
100,M. Peaks,6,low,10,,,,Sushifish,1,Sushifish Bait
100,M. Peaks,6,low,11,,,,Burst Arowana,1,Burst Bait
100,M. Peaks,6,low,12,,,,Goldenfish,1,Goldenfish Bait
75,M. Peaks,6,low,13,,,,Small Goldenfish,1,Mega Fishing Fly
25,M. Peaks,6,low,13,,,,Goldenfish,1,Mega Fishing Fly
18,M. Peaks,6,low,14,,,,Whetfish,1,
18,M. Peaks,6,low,14,,,,Sushifish,1,
18,M. Peaks,6,low,14,,,,Pin Tuna,1,
18,M. Peaks,6,low,14,,,,Popfish,1,
18,M. Peaks,6,low,14,,,,Small Goldenfish,1,
8,M. Peaks,6,low,14,,,,Goldenfish,1,
2,M. Peaks,6,low,14,,,,Burst Arowana,1,
85,M. Peaks,6,high,1,,,,Worm,1,∞
10,M. Peaks,6,high,1,,,,Frog,1,∞
5,M. Peaks,6,high,1,,,,Stone,1,∞
60,M. Peaks,6,high,2,,3,5,Water Ambrosia,1,
10,M. Peaks,6,high,2,,3,5,Larval Extract,1,
10,M. Peaks,6,high,2,,3,5,Paralarval Extract,1,
10,M. Peaks,6,high,2,,3,5,Heavy Jelly,1,
10,M. Peaks,6,high,2,,3,5,Water Ambrosia,2,
30,M. Peaks,6,high,3,,3,5,Nulberry,1,
20,M. Peaks,6,high,3,,3,5,Huskberry,1,
20,M. Peaks,6,high,3,,3,5,Needleberry,1,
15,M. Peaks,6,high,3,,3,5,Huskberry,2,
15,M. Peaks,6,high,3,,3,5,Needleberry,2,
25,M. Peaks,6,high,4,80,3,5,Bealite Ore,1,
13,M. Peaks,6,high,4,80,3,5,Machalite Ore,1,
12,M. Peaks,6,high,4,80,3,5,Dragonite Ore,1,
11,M. Peaks,6,high,4,80,3,5,Mystery Charm,1,
7,M. Peaks,6,high,4,80,3,5,Iron Ore,2,
7,M. Peaks,6,high,4,80,3,5,Earth Crystal,2,
5,M. Peaks,6,high,4,80,3,5,Carbalite Ore,1,
5,M. Peaks,6,high,4,80,3,5,Armor Sphere,1,
5,M. Peaks,6,high,4,80,3,5,Armor Sphere+,1,
5,M. Peaks,6,high,4,80,3,5,Balmstone Piece,2,
5,M. Peaks,6,high,4,80,3,5,Balmstone Chunk,1,
20,M. Peaks,6,high,5,20,4,6,Adv Armor Sphere,1,
15,M. Peaks,6,high,5,20,4,6,Armor Sphere+,1,
15,M. Peaks,6,high,5,20,4,6,Mystery Charm,1,
15,M. Peaks,6,high,5,20,4,6,Shining Charm,1,
10,M. Peaks,6,high,5,20,4,6,Dragonite Ore,1,
10,M. Peaks,6,high,5,20,4,6,Carbalite Ore,1,
5,M. Peaks,6,high,5,20,4,6,Bealite Ore,1,
5,M. Peaks,6,high,5,20,4,6,Balmstone Piece,2,
5,M. Peaks,6,high,5,20,4,6,Balmstone Chunk,1,
30,M. Peaks,6,high,6,70,3,5,Antidote Herb,1,
30,M. Peaks,6,high,6,70,3,5,Sleep Herb,1,
20,M. Peaks,6,high,6,70,3,5,Ivy,1,
10,M. Peaks,6,high,6,70,3,5,Herb,1,
10,M. Peaks,6,high,6,70,3,5,Sap Plant,1,
35,M. Peaks,6,high,7,30,4,6,Herb,2,
25,M. Peaks,6,high,7,30,4,6,Ivy,1,
25,M. Peaks,6,high,7,30,4,6,Sap Plant,1,
15,M. Peaks,6,high,7,30,4,6,Snow Herb,1,
45,M. Peaks,6,high,8,70,4,6,Latchberry,1,
20,M. Peaks,6,high,8,70,4,6,Nulberry,1,
15,M. Peaks,6,high,8,70,4,6,Huskberry,2,
15,M. Peaks,6,high,8,70,4,6,Needleberry,2,
5,M. Peaks,6,high,8,70,4,6,Scatternut,1,
35,M. Peaks,6,high,9,30,4,6,Latchberry,1,
20,M. Peaks,6,high,9,30,4,6,Nulberry,1,
20,M. Peaks,6,high,9,30,4,6,Latchberry,2,
15,M. Peaks,6,high,9,30,4,6,Scatternut,1,
10,M. Peaks,6,high,9,30,4,6,Nulberry,2,
100,M. Peaks,6,high,10,,,,Sushifish,1,Sushifish Bait
100,M. Peaks,6,high,11,,,,Burst Arowana,1,Burst Bait
100,M. Peaks,6,high,12,,,,Goldenfish,1,Goldenfish Bait
60,M. Peaks,6,high,13,,,,Small Goldenfish,1,Mega Fishing Fly
25,M. Peaks,6,high,13,,,,Goldenfish,1,Mega Fishing Fly
15,M. Peaks,6,high,13,,,,Silverfish,1,Mega Fishing Fly
16,M. Peaks,6,high,14,,,,Whetfish,1,
16,M. Peaks,6,high,14,,,,Sushifish,1,
16,M. Peaks,6,high,14,,,,Pin Tuna,1,
16,M. Peaks,6,high,14,,,,Popfish,1,
16,M. Peaks,6,high,14,,,,Small Goldenfish,1,
6,M. Peaks,6,high,14,,,,Ancient Fish,1,
6,M. Peaks,6,high,14,,,,Goldenfish,1,
6,M. Peaks,6,high,14,,,,Silverfish,1,
2,M. Peaks,6,high,14,,,,Burst Arowana,1,
85,M. Peaks,6,g,1,,,,Worm,1,∞
10,M. Peaks,6,g,1,,,,Frog,1,∞
5,M. Peaks,6,g,1,,,,Stone,1,∞
50,M. Peaks,6,g,2,,3,5,Water Ambrosia,1,
15,M. Peaks,6,g,2,,3,5,Larval Extract,1,
15,M. Peaks,6,g,2,,3,5,Paralarval Extract,1,
10,M. Peaks,6,g,2,,3,5,Heavy Jelly,1,
10,M. Peaks,6,g,2,,3,5,Water Ambrosia,2,
30,M. Peaks,6,g,3,,3,5,Nulberry,1,
20,M. Peaks,6,g,3,,3,5,Huskberry,1,
20,M. Peaks,6,g,3,,3,5,Needleberry,1,
15,M. Peaks,6,g,3,,3,5,Huskberry,2,
15,M. Peaks,6,g,3,,3,5,Needleberry,2,
15,M. Peaks,6,g,4,80,3,5,Earth Crystal,2,
15,M. Peaks,6,g,4,80,3,5,Carbalite Ore,1,
15,M. Peaks,6,g,4,80,3,5,Eltalite Ore,1,
15,M. Peaks,6,g,4,80,3,5,Hard Armor Sphere,1,
10,M. Peaks,6,g,4,80,3,5,Bealite Ore,1,
10,M. Peaks,6,g,4,80,3,5,Adv Armor Sphere,1,
10,M. Peaks,6,g,4,80,3,5,Shining Charm,1,
5,M. Peaks,6,g,4,80,3,5,Balmstone Piece,2,
5,M. Peaks,6,g,4,80,3,5,Balmstone Chunk,1,
20,M. Peaks,6,g,5,20,4,6,Eltalite Ore,1,
20,M. Peaks,6,g,5,20,4,6,Heavy Armor Sphere,1,
20,M. Peaks,6,g,5,20,4,6,Timeworn Charm,1,
15,M. Peaks,6,g,5,20,4,6,Hard Armor Sphere,1,
10,M. Peaks,6,g,5,20,4,6,Carbalite Ore,1,
5,M. Peaks,6,g,5,20,4,6,Shining Charm,1,
5,M. Peaks,6,g,5,20,4,6,Balmstone Piece,2,
5,M. Peaks,6,g,5,20,4,6,Balmstone Chunk,1,
30,M. Peaks,6,g,6,70,3,5,Antidote Herb,1,
30,M. Peaks,6,g,6,70,3,5,Sleep Herb,1,
20,M. Peaks,6,g,6,70,3,5,Ivy,1,
10,M. Peaks,6,g,6,70,3,5,Herb,1,
10,M. Peaks,6,g,6,70,3,5,Sap Plant,1,
35,M. Peaks,6,g,7,30,4,6,Herb,2,
25,M. Peaks,6,g,7,30,4,6,Ivy,1,
25,M. Peaks,6,g,7,30,4,6,Sap Plant,1,
15,M. Peaks,6,g,7,30,4,6,Snow Herb,1,
45,M. Peaks,6,g,8,70,4,6,Latchberry,1,
20,M. Peaks,6,g,8,70,4,6,Nulberry,1,
15,M. Peaks,6,g,8,70,4,6,Huskberry,2,
15,M. Peaks,6,g,8,70,4,6,Needleberry,2,
5,M. Peaks,6,g,8,70,4,6,Scatternut,1,
35,M. Peaks,6,g,9,30,4,6,Latchberry,1,
20,M. Peaks,6,g,9,30,4,6,Nulberry,1,
20,M. Peaks,6,g,9,30,4,6,Latchberry,2,
15,M. Peaks,6,g,9,30,4,6,Scatternut,1,
10,M. Peaks,6,g,9,30,4,6,Nulberry,2,
100,M. Peaks,6,g,10,,,,Sushifish,1,Sushifish Bait
100,M. Peaks,6,g,11,,,,Burst Arowana,1,Burst Bait
100,M. Peaks,6,g,12,,,,Goldenfish,1,Goldenfish Bait
60,M. Peaks,6,g,13,,,,Small Goldenfish,1,Mega Fishing Fly
25,M. Peaks,6,g,13,,,,Goldenfish,1,Mega Fishing Fly
15,M. Peaks,6,g,13,,,,Silverfish,1,Mega Fishing Fly
16,M. Peaks,6,g,14,,,,Whetfish,1,
16,M. Peaks,6,g,14,,,,Sushifish,1,
16,M. Peaks,6,g,14,,,,Pin Tuna,1,
16,M. Peaks,6,g,14,,,,Popfish,1,
16,M. Peaks,6,g,14,,,,Small Goldenfish,1,
6,M. Peaks,6,g,14,,,,Ancient Fish,1,
6,M. Peaks,6,g,14,,,,Goldenfish,1,
6,M. Peaks,6,g,14,,,,Silverfish,1,
2,M. Peaks,6,g,14,,,,Burst Arowana,1,
35,M. Peaks,7,low,1,,4,6,Carpenterbug,1,
20,M. Peaks,7,low,1,,4,6,Mega Fishing Fly,1,
20,M. Peaks,7,low,1,,4,6,Thunderbug,1,
15,M. Peaks,7,low,1,,4,6,Royal Rhino,1,
10,M. Peaks,7,low,1,,4,6,Flashbug,1,
40,M. Peaks,7,low,2,,3,5,Paintberry,1,
35,M. Peaks,7,low,2,,3,5,Nulberry,1,
25,M. Peaks,7,low,2,,3,5,Scatternut,1,
30,M. Peaks,7,low,3,,6,10,Unique Mushroom,1,
25,M. Peaks,7,low,3,,6,10,Unique Mushroom,2,
15,M. Peaks,7,low,3,,6,10,Nitroshroom,1,
15,M. Peaks,7,low,3,,6,10,Toadstool,1,
10,M. Peaks,7,low,3,,6,10,Mopeshroom,1,
