skill_tree,armor,armor_set_id,points
Speed Setup,Hunter's Vest S,256,2
Capturer,Hunter's Vest S,256,2
Speed Setup,Hunter's Guards S,256,2
Capturer,Hunter's Guards S,256,2
Ranger,Hunter's Coat S,256,6
Capturer,Hunter's Coat S,256,2
Ranger,Hunter's Leggings S,256,1
Capturer,Hunter's Leggings S,256,2
Spirit,Hunter's Cap R,257,4
Perception,Hunter's Cap R,257,1
Recoil,Hunter's Cap R,257,-4
Spirit,Hunter's Vest R,257,2
Perception,Hunter's Vest R,257,2
Recoil,Hunter's Vest R,257,-2
Spirit,Hunter's Guards R,257,3
Perception,Hunter's Guards R,257,2
Recoil,Hunter's Guards R,257,-2
Perception,Hunter's Coat R,257,3
Spirit,Hunter's Leggings R,257,1
Perception,Hunter's Leggings R,257,2
Recoil,Hunter's Leggings R,257,-1
KO,Bone Cap S,258,4
Haphazard,Bone Cap S,258,2
Attack,Bone Cap S,258,-1
KO,Bone Vest S,258,2
Maestro,Bone Vest S,258,4
KO,Bone Guards S,258,2
Haphazard,Bone Guards S,258,2
Attack,Bone Guards S,258,-1
KO,Bone Coat S,258,2
Haphazard,Bone Coat S,258,2
Attack,Bone Coat S,258,-1
Maestro,Bone Leggings S,258,6
Haphazard,Bone Leggings S,258,3
Attack,Bone Leggings S,258,-2
Fire Atk,Silver Feet,259,8
Elemental,Silver Feet,259,-2
Status,Chaos Archdiadem,260,5
Crit Status,Chaos Archdiadem,260,-3
Status,Chaos Archbrigandine,260,1
Crit Status,Chaos Archbrigandine,260,-2
Gathering,Melahoa Bloom S,261,3
Gathering,Melahoa Stalk S,261,3
Botany,Melahoa Stalk S,261,2
Gathering,Melahoa Petal S,261,4
Botany,Melahoa Petal S,261,3
Gathering,Melahoa Trunk S,261,1
Gathering,Melahoa Taproot S,261,4
Botany,Melahoa Taproot S,261,2
Gathering,Melahoa Bloom U,262,2
Whim,Melahoa Bloom U,262,6
Gathering,Melahoa Stalk U,262,1
Cold Res,Melahoa Stalk U,262,5
Gathering,Melahoa Petal U,262,5
Whim,Melahoa Petal U,262,1
Whim,Melahoa Trunk U,262,1
Cold Res,Melahoa Trunk U,262,1
Gathering,Melahoa Taproot U,262,3
Cold Res,Melahoa Taproot U,262,2
Combo Rate,Makluva Gills S,263,4
Lasting Pwr,Makluva Gills S,263,2
Combo Rate,Makluva Scale S,263,2
Lasting Pwr,Makluva Scale S,263,3
Lasting Pwr,Makluva Sucker S,263,5
Combo Rate,Makluva Fin S,263,3
Combo Plus,Makluva Fin S,263,2
Combo Rate,Makluva Leggings S,263,1
Combo Plus,Makluva Leggings S,263,3
Combo Rate,Makluva Gills U,264,5
Combo Plus,Makluva Gills U,264,2
Lasting Pwr,Makluva Scale U,264,1
Combo Plus,Makluva Scale U,264,3
Lasting Pwr,Makluva Sucker U,264,2
Combo Plus,Makluva Sucker U,264,5
Combo Rate,Makluva Fin U,264,3
Lasting Pwr,Makluva Fin U,264,2
Combo Rate,Makluva Leggings U,264,5
Eating,Bistro Cap S,265,3
Carnivore,Bistro Cap S,265,2
Rec Level,Bistro Cap S,265,-1
Eating,Bistro Vest S,265,2
Carnivore,Bistro Vest S,265,2
Rec Level,Bistro Vest S,265,-1
Eating,Bistro Apron S,265,2
Carnivore,Bistro Apron S,265,2
Rec Level,Bistro Apron S,265,-1
Artillery,Acorn Cap S,266,2
Team Player,Acorn Cap S,266,5
Artillery,Acorn Vest S,266,4
Team Player,Acorn Vest S,266,3
Fire Atk,Mosgharl Brim S,267,7
FastCharge,Mosgharl Ribguard S,267,3
Fire Atk,Mosgharl Ribguard S,267,3
Constitution,Mosgharl Ribguard S,267,-2
FastCharge,Mosgharl Tendril S,267,2
Constitution,Mosgharl Tendril S,267,-1
Fire Atk,Mosgharl Fronds S,267,4
FastCharge,Mosgharl Radicles S,267,5
Constitution,Mosgharl Radicles S,267,-2
Fire Atk,Mosgharl Brim S,268,7
FastCharge,Mosgharl Ribguard S,268,3
Fire Atk,Mosgharl Ribguard S,268,3
Constitution,Mosgharl Ribguard S,268,-2
FastCharge,Mosgharl Tendril S,268,2
Constitution,Mosgharl Tendril S,268,-1
Fire Atk,Mosgharl Fronds S,268,4
FastCharge,Mosgharl Radicles S,268,5
Constitution,Mosgharl Radicles S,268,-2
Botany,Edel Bloom S,269,4
Wide-Range,Edel Bloom S,269,2
Wide-Range,Edel Ribguard S,269,3
Sense,Edel Ribguard S,269,-1
Botany,Edel Tendril S,269,4
Wide-Range,Edel Tendril S,269,2
Wide-Range,Edel Fronds S,269,4
Sense,Edel Fronds S,269,-1
Wide-Range,Edel Radicles S,269,3
Botany,Edel Radicles S,269,2
Sense,Edel Radicles S,269,-2
Thunder Atk,Moofah Wig S,270,2
Cold Res,Moofah Wig S,270,4
Thunder Atk,Moofah Jacket S,270,4
Cold Res,Moofah Jacket S,270,3
Thunder Atk,Moofah Sleeves S,270,5
Cold Res,Moofah Sleeves S,270,1
Thunder Atk,Moofah Coat S,270,4
Cold Res,Moofah Coat S,270,2
Water Atk,Slagtoth Cowl,271,3
Rec Speed,Slagtoth Cowl,271,3
Water Atk,Slagtoth Wrap,271,4
Rec Speed,Slagtoth Wrap,271,2
Fate,Velociprey Mask S,272,3
Hunger,Velociprey Mask S,272,-2
Fate,Velociprey Suit S,272,1
Hunger,Velociprey Suit S,272,-2
Fate,Velociprey Gloves S,272,2
Hunger,Velociprey Gloves S,272,-2
Fate,Velociprey Tights S,272,2
Hunger,Velociprey Tights S,272,-2
Fate,Giaprey Face,273,3
Protection,Giaprey Face,273,-2
Fate,Giaprey Wear,273,1
Protection,Giaprey Wear,273,-2
Fate,Giaprey Gloves,273,2
Protection,Giaprey Gloves,273,-2
Fate,Giaprey Tights,273,2
Protection,Giaprey Tights,273,-2
Fate,Genprey Mask S,274,3
Hunger,Genprey Mask S,274,-2
Fate,Genprey Suit S,274,1
Hunger,Genprey Suit S,274,-2
Fate,Genprey Gloves S,274,2
Hunger,Genprey Gloves S,274,-2
Fate,Genprey Tights S,274,2
Hunger,Genprey Tights S,274,-2
Fate,Ioprey Mask S,275,3
Hunger,Ioprey Mask S,275,-2
Fate,Ioprey Wear S,275,1
Hunger,Ioprey Wear S,275,-2
Fate,Ioprey Gloves S,275,2
Hunger,Ioprey Gloves S,275,-2
Fate,Ioprey Tights S,275,2
Hunger,Ioprey Tights S,275,-2
Fate,Remobra Mask S,276,3
Hunger,Remobra Mask S,276,-2
Fate,Remobra Wear S,276,1
Hunger,Remobra Wear S,276,-2
Fate,Remobra Hands S,276,2
Hunger,Remobra Hands S,276,-2
Fate,Remobra Band S,276,2
Hunger,Remobra Band S,276,-2
Fate,Remobra Tights S,276,2
Hunger,Remobra Tights S,276,-2
Botany,Trapper's Gloves S,277,4
Botany,Trapper's Boots S,277,6
Stam Drain,Maccao Gloves S,278,6
Stam Drain,Maccao Boots S,278,4
Expert,Jaggi Gloves S,279,6
Expert,Jaggi Boots S,279,4
Artillery,Rhenoplos Cap S,280,7
Artillery,Rhenoplos Vest S,280,1
Water Atk,Rhenoplos Vest S,280,3
Water Atk,Rhenoplos Guards S,280,3
Artillery,Rhenoplos Coat S,280,2
Water Atk,Rhenoplos Coat S,280,1
Artillery,Rhenoplos Leggings S,280,2
Water Atk,Rhenoplos Leggings S,280,2
Attack,Jaggi Cap S,281,3
Fire Atk,Jaggi Cap S,281,3
Defense,Jaggi Cap S,281,-2
Attack,Jaggi Vest S,281,3
Defense,Jaggi Vest S,281,-2
Fire Atk,Jaggi Guards S,281,3
Attack,Jaggi Coat S,281,4
Defense,Jaggi Coat S,281,-1
Fire Atk,Jaggi Leggings S,281,3
Light Eater,Droth Vest S,282,5
Constitution,Droth Vest S,282,2
Light Eater,Droth Coat S,282,2
Constitution,Droth Coat S,282,2
Light Eater,Droth Leggings S,282,3
Constitution,Droth Leggings S,282,2
Haphazard,Uroktor Vest S,283,4
Haphazard,Uroktor Coat S,283,4
Vault,Maccao Cap S,284,4
KO,Maccao Cap S,284,2
Vault,Maccao Vest S,284,4
KO,Maccao Vest S,284,1
KO,Maccao Guards S,284,2
KO,Maccao Coat S,284,2
Vault,Maccao Leggings S,284,2
KO,Maccao Leggings S,284,1
Stun,Velociprey Cap S,285,4
Paralysis,Velociprey Cap S,285,-2
Stun,Velociprey Vest S,285,5
Paralysis,Velociprey Vest S,285,-4
Stun,Velociprey Guards S,285,1
Water Atk,Velociprey Guards S,285,4
Paralysis,Velociprey Guards S,285,-1
Stun,Velociprey Coat S,285,1
Water Atk,Velociprey Coat S,285,4
Paralysis,Velociprey Coat S,285,-1
Stun,Velociprey Leggings S,285,2
Paralysis,Velociprey Leggings S,285,-1
Ice Atk,Giaprey Cap S,286,3
Bind Res,Giaprey Cap S,286,4
Sleep,Giaprey Cap S,286,-2
Ice Atk,Giaprey Vest S,286,5
Ice Atk,Giaprey Guards S,286,3
Bind Res,Giaprey Guards S,286,2
Sleep,Giaprey Guards S,286,-2
Bind Res,Giaprey Coat S,286,4
Sleep,Giaprey Coat S,286,-4
Paralysis,Genprey Cap S,287,3
Poison,Genprey Cap S,287,-2
Thunder Atk,Genprey Vest S,287,3
Paralysis,Genprey Vest S,287,3
Poison,Genprey Vest S,287,-2
Thunder Atk,Genprey Guards S,287,1
Paralysis,Genprey Guards S,287,3
Poison,Genprey Guards S,287,-3
Thunder Atk,Genprey Coat S,287,1
Paralysis,Genprey Coat S,287,1
Poison,Genprey Coat S,287,-2
Thunder Atk,Genprey Leggings S,287,5
Attack,EX Genprey Cap,288,2
Status,EX Genprey Cap,288,3
Elemental,EX Genprey Cap,288,-2
Attack,EX Genprey Vest,288,2
Status,EX Genprey Vest,288,1
Elemental,EX Genprey Vest,288,-2
Attack,EX Genprey Guards,288,2
Status,EX Genprey Guards,288,2
Elemental,EX Genprey Guards,288,-2
Attack,EX Genprey Coat,288,2
Status,EX Genprey Coat,288,2
Elemental,EX Genprey Coat,288,-2
Attack,EX Genprey Leggings,288,2
Status,EX Genprey Leggings,288,2
Elemental,EX Genprey Leggings,288,-2
Perception,Ioprey Cap S,289,4
Poison,Ioprey Vest S,289,2
Perception,Ioprey Vest S,289,3
Stun,Ioprey Vest S,289,-2
Poison,Ioprey Guards S,289,2
Perception,Ioprey Guards S,289,2
Stun,Ioprey Guards S,289,-2
Poison,Ioprey Coat S,289,1
Perception,Ioprey Coat S,289,1
Stun,Ioprey Coat S,289,-1
Poison,Ioprey Leggings S,289,5
Stun,Ioprey Leggings S,289,-4
Guts,EX Ioprey Cap,290,2
Fire Res,EX Ioprey Cap,290,4
Combo Rate,EX Ioprey Cap,290,-2
Guts,EX Ioprey Vest,290,2
Fire Res,EX Ioprey Vest,290,3
Combo Rate,EX Ioprey Vest,290,-2
Guts,EX Ioprey Guards,290,2
Fire Res,EX Ioprey Guards,290,3
Combo Rate,EX Ioprey Guards,290,-2
Guts,EX Ioprey Coat,290,2
Fire Res,EX Ioprey Coat,290,2
Combo Rate,EX Ioprey Coat,290,-2
Guts,EX Ioprey Leggings,290,2
Fire Res,EX Ioprey Leggings,290,3
Combo Rate,EX Ioprey Leggings,290,-2
Status,Vespoid Cap S,291,2
Elemental,Vespoid Cap S,291,-2
Sheathing,Vespoid Vest S,291,2
Sheathing,Vespoid Guards S,291,3
Sheathing,Vespoid Coat S,291,5
Status,Vespoid Leggings S,291,2
Elemental,Vespoid Leggings S,291,-2
Evade Dist,EX Vespoid Cap,292,2
Pellet Up,EX Vespoid Cap,292,2
Health,EX Vespoid Cap,292,-2
Evade Dist,EX Vespoid Vest,292,2
Pellet Up,EX Vespoid Vest,292,2
Health,EX Vespoid Vest,292,-2
Evade Dist,EX Vespoid Guards,292,2
Pellet Up,EX Vespoid Guards,292,2
Health,EX Vespoid Guards,292,-2
Evade Dist,EX Vespoid Coat,292,2
Pellet Up,EX Vespoid Coat,292,2
Health,EX Vespoid Coat,292,-2
Evade Dist,EX Vespoid Leggings,292,2
Pellet Up,EX Vespoid Leggings,292,2
Health,EX Vespoid Leggings,292,-2
Dragon Atk,Hornetaur Cap S,293,5
Dragon Atk,Hornetaur Vest S,293,5
Dragon Res,Hornetaur Vest S,293,2
Dragon Atk,Hornetaur Guards S,293,1
Dragon Res,Hornetaur Guards S,293,3
Dragon Res,Hornetaur Coat S,293,4
Dragon Atk,Hornetaur Leggings S,293,3
Dragon Res,Hornetaur Leggings S,293,3
Precision,EX Hornetaur Cap,294,2
Dragon Atk,EX Hornetaur Cap,294,2
Constitution,EX Hornetaur Cap,294,-2
Precision,EX Hornetaur Vest,294,2
Dragon Atk,EX Hornetaur Vest,294,2
Constitution,EX Hornetaur Vest,294,-2
Precision,EX Hornetaur Guards,294,2
Dragon Atk,EX Hornetaur Guards,294,2
Constitution,EX Hornetaur Guards,294,-2
Precision,EX Hornetaur Coat,294,2
Dragon Atk,EX Hornetaur Coat,294,2
Constitution,EX Hornetaur Coat,294,-2
Precision,EX Hornetaur Leggings,294,2
Dragon Atk,EX Hornetaur Leggings,294,2
Constitution,EX Hornetaur Leggings,294,-2
Dragon Res,Hornetaur Cap R,295,8
Crisis,Hornetaur Vest R,295,3
Poison,Hornetaur Vest R,295,-5
Dragon Atk,Hornetaur Guards R,295,4
Dragon Res,Hornetaur Guards R,295,2
Crisis,Hornetaur Coat R,295,2
Dragon Res,Hornetaur Coat R,295,2
Dragon Atk,Hornetaur Leggings R,295,6
Dragon Res,Hornetaur Leggings R,295,1
Ammo Saver,Bnahabra Headpiece S,296,2
Fire Res,Bnahabra Headpiece S,296,-2
Ammo Saver,Bnahabra Vest S,296,1
Status,Bnahabra Vest S,296,3
Fire Res,Bnahabra Vest S,296,-2
Ammo Saver,Bnahabra Sleeves S,296,2
Fire Res,Bnahabra Sleeves S,296,-2
Status,Bnahabra Coat S,296,4
Fire Res,Bnahabra Coat S,296,-2
Ammo Saver,Bnahabra Pants S,296,5
Fire Res,Bnahabra Pants S,296,-2
Precision,Konchu Cap S,297,2
Heavy Up,Konchu Cap S,297,3
Constitution,Konchu Cap S,297,-2
Precision,Konchu Guards S,297,4
Heavy Up,Konchu Guards S,297,3
Constitution,Konchu Guards S,297,-2
Potential,Bulldrome Cap S,298,3
Attack,Bulldrome Cap S,298,4
Protection,Bulldrome Cap S,298,-3
Potential,Bulldrome Vest S,298,4
Attack,Bulldrome Vest S,298,1
Protection,Bulldrome Vest S,298,-4
Attack,Bulldrome Guards S,298,2
Potential,Bulldrome Coat S,298,3
Attack,Bulldrome Coat S,298,1
Protection,Bulldrome Coat S,298,-3
Attack,Bulldrome Leggings S,298,4
Constitution,Arzuros Cap S,299,4
Defense,Arzuros Vest S,299,2
Constitution,Arzuros Vest S,299,2
Attack,Arzuros Vest S,299,-2
Defense,Arzuros Guards S,299,3
Constitution,Arzuros Guards S,299,2
Attack,Arzuros Guards S,299,-3
Defense,Arzuros Leggings S,299,5
Constitution,Arzuros Leggings S,299,2
Attack,Arzuros Leggings S,299,-5
Heat Res,Cephalos Cap S,300,2
Water Atk,Cephalos Cap S,300,3
Fire Res,Cephalos Cap S,300,2
Water Atk,Cephalos Vest S,300,4
Heat Res,Cephalos Guards S,300,2
Fire Res,Cephalos Guards S,300,2
Heat Res,Cephalos Coat S,300,5
Fire Res,Cephalos Coat S,300,5
Heat Res,Cephalos Leggings S,300,1
Water Atk,Cephalos Leggings S,300,2
Fire Res,Cephalos Leggings S,300,1
Tremor Res,EX Cephalos Cap,301,2
Water Atk,EX Cephalos Cap,301,3
Sleep,EX Cephalos Cap,301,3
Tremor Res,EX Cephalos Vest,301,2
Water Atk,EX Cephalos Vest,301,2
Sleep,EX Cephalos Vest,301,2
Tremor Res,EX Cephalos Guards,301,2
Water Atk,EX Cephalos Guards,301,3
Sleep,EX Cephalos Guards,301,2
Tremor Res,EX Cephalos Coat,301,2
Water Atk,EX Cephalos Coat,301,3
Sleep,EX Cephalos Coat,301,2
Tremor Res,EX Cephalos Leggings,301,2
Water Atk,EX Cephalos Leggings,301,3
Sleep,EX Cephalos Leggings,301,1
Fire Atk,Kut-Ku Cap S,302,3
Attack,Kut-Ku Cap S,302,3
Defense,Kut-Ku Cap S,302,-3
Fire Atk,Kut-Ku Vest S,302,2
Attack,Kut-Ku Vest S,302,3
Defense,Kut-Ku Vest S,302,-3
Fire Atk,Kut-Ku Guards S,302,7
Fire Atk,Kut-Ku Coat S,302,2
Attack,Kut-Ku Coat S,302,2
Defense,Kut-Ku Coat S,302,-2
Attack,Kut-Ku Leggings S,302,2
Defense,Kut-Ku Leggings S,302,-2
Constitution,Kecha Cap,303,2
Stam Recov,Kecha Cap,303,5
Stamina,Kecha Cap,303,-1
Constitution,Kecha Vest,303,1
Stam Recov,Kecha Vest,303,1
Stamina,Kecha Vest,303,-1
Constitution,Kecha Guards,303,3
Stam Recov,Kecha Guards,303,2
Stamina,Kecha Guards,303,-2
Constitution,Kecha Coat,303,3
Stam Recov,Kecha Coat,303,2
Stamina,Kecha Coat,303,-2
Constitution,Kecha Leggings,303,4
Stamina,Kecha Leggings,303,-3
Evasion,Lagombi Cap S,304,2
Vault,Lagombi Cap S,304,4
Health,Lagombi Cap S,304,-2
Evasion,Lagombi Vest S,304,2
Vault,Lagombi Vest S,304,3
Health,Lagombi Vest S,304,-2
Evasion,Lagombi Guards S,304,1
Vault,Lagombi Guards S,304,3
Health,Lagombi Guards S,304,-1
Evasion,Lagombi Coat S,304,3
Health,Lagombi Coat S,304,-2
Evasion,Lagombi Leggings S,304,4
Health,Lagombi Leggings S,304,-3
Poison,Gypceros Cap S,305,4
Stamina,Gypceros Cap S,305,1
Hunger,Gypceros Cap S,305,-2
Poison,Gypceros Vest S,305,3
Stamina,Gypceros Vest S,305,1
Hunger,Gypceros Vest S,305,-1
Poison,Gypceros Guards S,305,4
Stamina,Gypceros Guards S,305,1
Hunger,Gypceros Guards S,305,-1
Poison,Gypceros Coat S,305,3
Stamina,Gypceros Coat S,305,3
Hunger,Gypceros Coat S,305,-3
Stamina,Gypceros Leggings S,305,4
Hunger,Gypceros Leggings S,305,-3
Poison,Gypceros Cap R,306,7
Stun,Gypceros Cap R,306,2
Stamina,Gypceros Vest R,306,4
Hunger,Gypceros Vest R,306,-5
Stun,Gypceros Guards R,306,4
Paralysis,Gypceros Guards R,306,-3
Stun,Gypceros Coat R,306,4
Paralysis,Gypceros Coat R,306,-3
Stamina,Gypceros Leggings R,306,6
Hunger,Gypceros Leggings R,306,-5
Dead Eye,Tetsucabra Cap S,307,3
Tremor Res,Tetsucabra Cap S,307,3
Sleep,Tetsucabra Cap S,307,-3
Dead Eye,Tetsucabra Vest S,307,2
Tremor Res,Tetsucabra Vest S,307,1
Sleep,Tetsucabra Vest S,307,-1
Dead Eye,Tetsucabra Guards S,307,4
Tremor Res,Tetsucabra Coat S,307,3
Sleep,Tetsucabra Coat S,307,-3
Dead Eye,Tetsucabra Leggings S,307,1
Tremor Res,Tetsucabra Leggings S,307,3
Sleep,Tetsucabra Leggings S,307,-3
Recoil,Hermitaur Cap S,308,3
Defense,Hermitaur Cap S,308,3
Reload Spd,Hermitaur Cap S,308,-2
Recoil,Hermitaur Vest S,308,4
Health,Hermitaur Vest S,308,2
Reload Spd,Hermitaur Vest S,308,-3
Recoil,Hermitaur Guards S,308,2
Defense,Hermitaur Guards S,308,2
Reload Spd,Hermitaur Guards S,308,-1
Recoil,Hermitaur Coat S,308,4
Reload Spd,Hermitaur Coat S,308,-3
Recoil,Hermitaur Leggings S,308,1
Reload Spd,Hermitaur Leggings S,308,-1
Power C+,EX Hermitaur Cap,309,3
Crisis,EX Hermitaur Cap,309,1
Expert,EX Hermitaur Cap,309,-2
Power C+,EX Hermitaur Vest,309,1
Crisis,EX Hermitaur Vest,309,3
Expert,EX Hermitaur Vest,309,-1
Power C+,EX Hermitaur Guards,309,1
Crisis,EX Hermitaur Guards,309,2
Expert,EX Hermitaur Guards,309,-1
Power C+,EX Hermitaur Coat,309,4
Crisis,EX Hermitaur Coat,309,1
Expert,EX Hermitaur Coat,309,-3
Defense,Hermitaur Cap R,310,6
Attack,Hermitaur Cap R,310,-4
Defense,Hermitaur Guards R,310,5
Attack,Hermitaur Guards R,310,-4
Recoil,Hermitaur Coat R,310,6
Reload Spd,Hermitaur Coat R,310,-5
Recoil,Hermitaur Leggings R,310,6
Reload Spd,Hermitaur Leggings R,310,-5
FastCharge,Volvidon Cap S,311,4
Biology,Volvidon Cap S,311,3
Stam Recov,Volvidon Cap S,311,-2
FastCharge,Volvidon Vest S,311,2
Biology,Volvidon Vest S,311,4
Stam Recov,Volvidon Vest S,311,-2
FastCharge,Volvidon Guards S,311,1
Biology,Volvidon Guards S,311,3
Stam Recov,Volvidon Guards S,311,-2
Biology,Volvidon Coat S,311,3
Stam Recov,Volvidon Coat S,311,-2
FastCharge,Volvidon Leggings S,311,3
Stam Recov,Volvidon Leggings S,311,-2
Attack,Conga Cap,312,4
Hunger,Conga Cap,312,-2
Attack,Conga Vest,312,1
Gluttony,Conga Vest,312,2
Hunger,Conga Vest,312,-2
Attack,Conga Guards,312,3
Gluttony,Conga Guards,312,2
Hunger,Conga Guards,312,-2
Gluttony,Conga Coat,312,4
Hunger,Conga Coat,312,-2
Attack,Conga Leggings,312,3
Gluttony,Conga Leggings,312,2
Hunger,Conga Leggings,312,-2
Stam Recov,Ludroth Cap S,313,2
Stamina,Ludroth Cap S,313,3
Evasion,Ludroth Cap S,313,-2
Stam Recov,Ludroth Vest S,313,2
Evasion,Ludroth Vest S,313,-3
Stam Recov,Ludroth Guards S,313,1
Stamina,Ludroth Guards S,313,4
Evasion,Ludroth Guards S,313,-1
Stam Recov,Ludroth Coat S,313,4
Evasion,Ludroth Coat S,313,-3
Stam Recov,Ludroth Leggings S,313,1
Stamina,Ludroth Leggings S,313,3
Evasion,Ludroth Leggings S,313,-1
Stam Recov,Ludroth Cap R,314,4
Evasion,Ludroth Cap R,314,-3
Stam Recov,Ludroth Vest R,314,4
Evasion,Ludroth Vest R,314,-3
Stam Recov,Ludroth Guards R,314,3
Evasion,Ludroth Guards R,314,-3
Stamina,Ludroth Coat R,314,5
Hunger,Ludroth Coat R,314,-5
Stamina,Ludroth Leggings R,314,5
Hunger,Ludroth Leggings R,314,-5
Attack,Barroth Cap,315,3
Haphazard,Barroth Cap,315,2
Attack,Barroth Vest,315,1
Haphazard,Barroth Vest,315,3
Defense,Barroth Vest,315,2
Attack,Barroth Guards,315,2
Defense,Barroth Guards,315,2
Attack,Barroth Coat,315,3
Haphazard,Barroth Coat,315,3
Defense,Barroth Coat,315,2
Attack,Barroth Leggings,315,3
Haphazard,Barroth Leggings,315,2
Defense,Barroth Leggings,315,1
Frenzy Res,Lecturer's Cap,316,2
Psychic,Lecturer's Cap,316,4
Eating,Lecturer's Cap,316,-2
Frenzy Res,Lecturer's Jacket,316,2
Psychic,Lecturer's Jacket,316,4
Eating,Lecturer's Jacket,316,-2
Frenzy Res,Lecturer's Guards,316,3
Psychic,Lecturer's Guards,316,1
Eating,Lecturer's Guards,316,-2
Frenzy Res,Lecturer's Frills,316,3
Psychic,Lecturer's Frills,316,1
Eating,Lecturer's Frills,316,-2
Psychic,Lecturer's Footwear,316,4
Eating,Lecturer's Footwear,316,-2
Sharpener,Alloy Helm S,316,3
Wind Res,Alloy Helm S,316,3
Expert,Alloy Helm S,316,3
Sharpener,Alloy Mail S,316,2
Wind Res,Alloy Mail S,316,1
Expert,Alloy Mail S,316,2
Sharpener,Alloy Vambraces S,316,4
Wind Res,Alloy Vambraces S,316,3
Expert,Alloy Vambraces S,316,1
Wind Res,Alloy Coil S,316,3
Expert,Alloy Coil S,316,1
Sharpener,Alloy Greaves S,316,1
Expert,Alloy Greaves S,316,1
Expert,Alloy Helm R,317,6
Sharpener,Alloy Mail R,317,4
Handicraft,Alloy Mail R,317,-2
Wind Res,Alloy Braces R,317,5
Fate,Alloy Braces R,317,-2
Expert,Alloy Coil R,317,6
Sharpener,Alloy Greaves R,317,6
Handicraft,Alloy Greaves R,317,-3
Attack,Battle Helm S,318,2
Anti-Theft,Battle Helm S,318,2
Guard,Battle Mail S,318,2
Anti-Theft,Battle Mail S,318,3
Guard,Battle Vambraces S,318,1
Attack,Battle Vambraces S,318,2
Anti-Theft,Battle Vambraces S,318,1
Guard,Battle Tassets S,318,4
Attack,Battle Tassets S,318,2
Anti-Theft,Battle Tassets S,318,3
Guard,Battle Greaves S,318,3
Anti-Theft,Battle Greaves S,318,1
Ice Atk,Ingot Helm S,319,4
Wind Res,Ingot Mail S,319,4
Ice Atk,Ingot Mail S,319,2
Fate,Ingot Mail S,319,-2
Ice Atk,Ingot Vambraces S,319,6
Wind Res,Ingot Coil S,319,1
Ice Atk,Ingot Coil S,319,1
Fate,Ingot Coil S,319,-1
Wind Res,Ingot Greaves S,319,7
Fate,Ingot Greaves S,319,-3
Wind Res,Ingot Helm R,320,4
Fate,Ingot Helm R,320,-2
Ice Atk,Ingot Mail R,320,5
Wind Res,Ingot Vambraces R,320,4
Ice Atk,Ingot Vambraces R,320,2
Fate,Ingot Vambraces R,320,-2
Wind Res,Ingot Coil R,320,5
Fate,Ingot Coil R,320,-2
Ice Atk,Ingot Greaves R,320,7
Hearing,High Metal Helm S,321,3
Thunder Res,High Metal Helm S,321,2
Protection,High Metal Helm S,321,-3
Hearing,High Metal Mail S,321,1
Thunder Res,High Metal Mail S,321,4
Hearing,High Metal Braces S,321,2
Thunder Res,High Metal Braces S,321,3
Protection,High Metal Braces S,321,-1
Hearing,High Metal Tassets S,321,2
Thunder Res,High Metal Tassets S,321,1
Protection,High Metal Tassets S,321,-1
Hearing,High Metal Greaves S,321,1
Thunder Res,High Metal Greaves S,321,5
Hearing,High Metal Helm U,322,6
Protection,High Metal Helm U,322,-3
Crit Draw,High Metal Mail U,322,3
Expert,High Metal Mail U,322,-3
Hearing,High Metal Braces U,322,1
Crit Draw,High Metal Braces U,322,2
Expert,High Metal Braces U,322,-3
Crit Draw,High Metal Tassets U,322,5
Expert,High Metal Tassets U,322,-4
Hearing,High Metal Greaves U,322,4
Protection,High Metal Greaves U,322,-2
Dragon Atk,Pink Metal Boots,323,7
Light Eater,Lobster Helm,324,2
Bubble,Lobster Helm,324,2
Thunder Res,Lobster Helm,324,-3
Light Eater,Lobster Mail,324,2
Bubble,Lobster Mail,324,2
Thunder Res,Lobster Mail,324,-3
Light Eater,Lobster Vambraces,324,2
Bubble,Lobster Vambraces,324,2
Thunder Res,Lobster Vambraces,324,-3
Light Eater,Lobster Coil,324,2
Bubble,Lobster Coil,324,2
Thunder Res,Lobster Coil,324,-3
Light Eater,Lobster Greaves,324,2
Bubble,Lobster Greaves,324,2
Thunder Res,Lobster Greaves,324,-3
Attack,Obituary Vertex S,325,4
Constitution,Obituary Vertex S,325,2
Stamina,Obituary Vertex S,325,-1
Constitution,Obituary Thorax S,325,2
Stamina,Obituary Thorax S,325,-1
Attack,Obituary Brachia S,325,5
Constitution,Obituary Elytra S,325,3
Stamina,Obituary Elytra S,325,-1
Attack,Obituary Crura S,325,3
Constitution,Obituary Crura S,325,4
Stamina,Obituary Crura S,325,-2
Attack,Butterfly Vertex S,326,4
Constitution,Butterfly Vertex S,326,2
Stamina,Butterfly Vertex S,326,-1
Constitution,Butterfly Thorax S,326,2
Stamina,Butterfly Thorax S,326,-1
Attack,Butterfly Brachia S,326,5
Constitution,Butterfly Elytra S,326,3
Stamina,Butterfly Elytra S,326,-1
Attack,Butterfly Crura S,326,3
Constitution,Butterfly Crura S,326,4
Stamina,Butterfly Crura S,326,-2
Frenzy Res,Death Stench Brain S,327,2
Dragon Atk,Death Stench Brain S,327,2
Evasion,Death Stench Brain S,327,-2
Dragon Atk,Death Stench Muscle S,327,3
Frenzy Res,Death Stench Grip S,327,3
